Year,State,fueltypeid,fuelTypeDescription,Ash Content (%),Generation (Thousands of MWh),Sulfur Content (%),Total Consumption (millions of MMBtu),Raw Cost (Millions of $),CO2 Emissions (Million Metric Tons),Cost ($/MWh),Heat_Rate (Btu/kWh),efficiency%,Emission_Factor_CO2,CO2_Intensity_kg_per_MWh,CtoE_Ratio
2019,MA,WNT,onshore wind turbine,0.0,210.81692,0.0,1.87739,,,39.0,8905.309877404527,38.31421979663256,0,0.0,inf
2019,MA,NUC,nuclear,0.0,2177.204,0.0,22.73359,15.6,,7.165153104624096,10441.644421009698,32.67684535526506,0,0.0,inf
2019,HI,WNT,onshore wind turbine,0.0,529.31,0.0,4.71351,,,,8905.008407171601,38.315516886566485,0,0.0,0.0
2019,TN,WNT,onshore wind turbine,0.0,37.976,0.0,0.33818,,,27.833333333333332,8905.097956604171,38.31513158672896,0,0.0,inf
2019,AR,NG,natural gas,0.0,21772.4002,0.0,176.91991,426.2,19.4,19.57524186975031,8125.879938583896,41.989298707194685,53,430.6716367449465,0.04545282344967429
2019,NJ,NUC,nuclear,0.0,26637.324,0.0,278.25235,183.9,,6.903846647658751,10445.957334152636,32.66335378227713,0,0.0,inf
2019,NJ,PET,petroleum,0.0,142.42328,0.0,0.9723,6.0,57.5,42.12794425181052,6826.833366005894,49.97924831430628,73,498.3588357184303,0.08453335474844986
2019,NJ,NG,natural gas,0.0,40449.13314,0.0,313.66247,845.0,41.7,20.89043532961112,7754.491769066377,44.00030461842629,53,410.98806376051795,0.05082978600026676
2019,UT,TSN,estimated total solar,,2646.03144,,,,,22.132777777777775,,,0,,0.0
2019,LA,NUC,nuclear,0.0,13981.335,0.0,146.09538,93.8,,6.708944460596932,10449.315462364646,32.65285666117573,0,0.0,inf
2019,LA,COW,all coal products,7.1,7418.81416,0.53,87.48716,272.2,8.7,36.69049987363479,11792.60702764389,28.93338166871573,95,1120.2976676261694,0.03275067058862966
2019,OR,TSN,estimated total solar,,902.93575,,,,,22.132777777777775,,,0,,0.0
2019,NM,COW,all coal products,21.69,14691.66505,0.85,150.01003,373.4,14.5,25.415771373034403,10210.55336406543,33.416406323363844,95,970.0025695862159,0.02620175674779529
2019,NC,WNT,onshore wind turbine,0.0,523.139,0.0,4.65855,,,27.833333333333332,8904.994657251706,38.31557604834122,0,0.0,inf
2019,NC,COW,all coal products,9.68,30672.10113,1.74,316.71296,859.7,30.4,28.028728659841896,10325.766684768361,33.04355118766216,95,980.9478350529944,0.028573108230905756
2019,NM,PET,petroleum,0.0,183.60122,0.0,3.87451,76.9,18.3,418.84253274569744,21102.855416755945,16.168428075808297,73,1540.508445423184,0.2718859049361717
2019,NM,NG,natural gas,0.0,11803.19183,0.0,107.88828,134.5,15.9,11.395222744592129,9140.602097627689,37.32795677524936,53,484.45191117426754,0.023521886242477898
2019,ME,WNT,onshore wind turbine,0.0,2493.932,0.0,22.20846,,,39.0,8904.99821165934,38.31556075477543,0,0.0,inf
2019,NY,NUC,nuclear,0.0,44865.018,0.0,468.46447,313.1,,6.978711119652287,10441.642305816082,32.67685197470792,0,0.0,inf
2019,TN,PET,petroleum,0.0,139.60037,0.0,1.62989,22.2,49.2,159.02536648004588,11675.39885460189,29.223841022400283,73,852.304116385938,0.18658289150868826
2019,NE,NUC,nuclear,0.0,6951.6,0.0,72.58612,49.8,,7.163818401519075,10441.642211864895,32.67685226872575,0,0.0,inf
2019,OR,NG,natural gas,0.0,20932.33415,0.0,158.20829,334.3,15.9,15.970507522210562,7558.081619865599,45.143730533842444,53,400.5783258528768,0.03986862616245534
2019,MD,PET,petroleum,0.0,67.26853,0.0,1.10156,14.6,32.9,217.0405685987192,16375.562242849664,20.835925810668506,73,1195.4160437280257,0.18156069574058606
2019,ND,PET,petroleum,0.0,33.58654,0.0,0.40065,5.7,13.0,169.71084249821504,11928.885797703484,28.602839006614257,73,870.8086632323543,0.19488878517614355
2019,LA,NG,natural gas,0.0,69522.95401,0.0,675.47004,952.3,101.0,13.69763430741196,9715.784514893343,35.11811109817987,53,514.9365792893472,0.02660062395706238
2019,OR,COW,all coal products,5.01,2569.15953,0.24,26.24437,59.6,2.6,23.198248027828775,10215.157795203166,33.40134404582773,95,970.4399905443007,0.023904876400257714
2019,MI,TSN,estimated total solar,,252.62434,,,,,36.105666666666664,,,0,,0.0
2019,MA,NG,natural gas,0.0,15406.57306,0.0,134.64316,507.4,23.3,32.93399499187524,8739.33219773405,39.041884697833886,53,463.18460647990463,0.07110338843547921
2019,LA,TSN,estimated total solar,,242.19842,,,,,43.309,,,0,,0.0
2019,TN,NG,natural gas,0.0,16955.1531,0.0,153.93229,338.4,21.9,19.958534022320332,9078.79091932234,37.58209689286113,53,481.175918724084,0.04147866351093302
2019,DE,WNT,onshore wind turbine,0.0,5.27,0.0,0.04693,,,35.666666666666664,8905.123339658445,38.31502237374813,0,0.0,inf
2019,MD,TSN,estimated total solar,,1459.67074,,,,,31.203333333333333,,,0,,0.0
2019,CT,TSN,estimated total solar,,738.37033,,,,,45.04,,,0,,0.0
2019,SC,COW,all coal products,9.24,14861.49529,1.85,156.83979,501.1,15.4,33.71800685070903,10553.43267548147,32.33071271612899,95,1002.5761041707398,0.033631368940912655
2019,MO,NG,natural gas,0.0,7674.80432,0.0,73.63317,172.5,17.2,22.47614307904595,9594.142981354866,35.563364092351314,53,508.48957801180785,0.04420177728504796
2019,MO,COW,all coal products,4.83,55686.28528,0.29,566.29794,942.6,55.9,16.926968557167154,10169.432871173914,33.551526847397675,95,966.0961227615219,0.017520998333770903
2019,CT,WNT,onshore wind turbine,0.0,12.215,0.0,0.10878,,,39.0,8905.444126074499,38.31364221364221,0,0.0,inf
2019,KY,PET,petroleum,0.0,50.35915,0.0,0.98387,14.3,40.6,283.9603130712095,19537.065260235726,17.46424017400673,73,1426.2057639972081,0.19910192500930418
2019,WV,WNT,onshore wind turbine,0.0,1631.098,0.0,14.52493,,,35.666666666666664,8905.001416223919,38.315546966491404,0,0.0,inf
2019,WV,NG,natural gas,0.0,2243.35364,0.0,25.40625,38.5,12.4,17.161806018243297,11325.12036755828,30.127715108211557,53,600.2313794805888,0.02859198403304788
2019,ID,COW,all coal products,0.0,21.00847,0.0,1.24375,0.0,0.2,0.0,59202.31221026568,5.763288413266331,95,5624.21965997524,0.0
2019,OH,PET,petroleum,0.0,844.4938,0.0,18.22204,41.9,73.7,49.615521155987174,21577.470432583403,15.812789597652072,73,1575.1553415785884,0.03149881147992903
2019,NJ,COW,all coal products,7.67,1041.5285,1.73,13.77976,42.4,1.3,40.70939969477552,13230.324470237734,25.78923901432245,95,1256.8808246725848,0.0323892280760829
2019,AR,NUC,nuclear,0.0,13574.947,0.0,141.8678,95.9,,7.064484303327299,10450.707468692142,32.648507387863916,0,0.0,inf
2019,UT,WNT,onshore wind turbine,0.0,818.684,0.0,7.29038,,,24.555555555555557,8904.99875409804,38.31555842082306,0,0.0,inf
2019,MT,NG,natural gas,0.0,507.21282,0.0,6.12377,9.0,4.8,17.744030996692867,12073.373855179765,28.26053463536351,53,639.8888143245275,0.02772986587587662
2019,NH,NG,natural gas,0.0,3582.51635,0.0,26.77055,197.4,2.9,55.10093484988561,7472.554870545113,45.66042082138768,53,396.045408138891,0.1391278215011194
2019,MS,NG,natural gas,0.0,48780.50475,0.0,380.17479,1016.5,30.6,20.83824276131542,7793.580487704978,43.779621001960706,53,413.05976584836384,0.05044849313395785
2019,RI,PET,petroleum,0.0,11.03313,0.0,0.19645,1.3,5.0,117.82694484701985,17805.464088613113,19.162656940697378,73,1299.7988784687573,0.09065013580087652
2019,CO,NG,natural gas,0.0,17097.11593,0.0,146.65899,448.9,28.9,26.255890282192173,8577.99587956587,39.7761907082273,53,454.63378161699114,0.057751736328981375
2019,VT,WNT,onshore wind turbine,0.0,377.478,0.0,3.36144,,,39.0,8904.995787833994,38.31557118377838,0,0.0,inf
2019,IA,TSN,estimated total solar,,175.88332,,,,,43.309,,,0,,0.0
2019,IA,NUC,nuclear,0.0,5235.716,0.0,54.66947,37.5,,7.162344176040106,10441.641601645315,32.67685417839243,0,0.0,inf
2019,CA,PET,petroleum,0.0,50.95293,0.0,0.59528,5.8,236.0,113.83054909698028,11682.939528698349,29.204978692380056,73,852.8545855949795,0.1334700557628688
2019,CA,NUC,nuclear,0.0,16165.384,0.0,168.84086,113.6,,7.027361676035658,10444.59321226146,32.66761979771958,0,0.0,inf
2019,HI,TSN,estimated total solar,,1380.59245,,,,,,,,0,,0.0
2019,GA,NUC,nuclear,0.0,33591.181,0.0,350.7471,271.6,,8.085455524770028,10441.642406082716,32.67685166092606,0,0.0,inf
2019,MN,TSN,estimated total solar,,1353.13232,,,,,43.309,,,0,,0.0
2019,RI,TSN,estimated total solar,,234.63246,,,,,45.04,,,0,,0.0
2019,RI,NG,natural gas,0.0,7141.02551,0.0,56.16391,170.6,5.2,23.89012611159262,7864.964201759306,43.38226993120672,53,416.8431026932432,0.05731203408965477
2019,WI,PET,petroleum,0.53,142.8276,5.93,2.10664,11.6,36.8,81.21679563333699,14749.530202845952,23.13294018911631,73,1076.7157048077545,0.0754301207558202
2019,AZ,WNT,onshore wind turbine,0.0,554.374,0.0,4.9367,,,24.555555555555557,8904.999152196893,38.31555670792229,0,0.0,inf
2019,NM,TSN,estimated total solar,,1666.53614,,,,,33.87138888888889,,,0,,0.0
2019,MI,PET,petroleum,0.27,915.18845,5.53,16.44526,29.3,60.6,32.01526417865086,17969.260866436856,18.987981895087092,73,1311.7560432498906,0.024406416378561273
2019,MI,NUC,nuclear,0.0,32909.275,0.0,343.62688,200.0,,6.077314070273502,10441.64236374092,32.67685179343363,0,0.0,inf
2019,MO,PET,petroleum,0.0,97.14451,0.0,1.4426,17.7,43.5,182.20278222619064,14850.04144855947,22.97636684597255,73,1084.0530257448415,0.16807552573454698
2019,MS,COW,all coal products,9.66,4414.33994,0.43,50.4625,148.5,4.9,33.64036345601422,11431.493878108538,29.847367600257606,95,1085.991918420311,0.030976624121611927
2019,MT,COW,all coal products,9.98,14100.66166,0.69,157.13166,303.4,15.2,21.51672079762532,11143.56643601645,30.618563810704984,95,1058.6388114215627,0.020324893217104154
2019,MS,PET,petroleum,0.0,13.70324,0.0,0.20588,2.0,26.9,145.9508846083116,15024.184061579597,22.710051913736155,73,1096.7654364953107,0.13307392788989994
2019,WA,NUC,nuclear,0.0,8866.499,0.0,92.58081,63.5,,7.161789563163544,10441.642185940584,32.676852349855224,0,0.0,inf
2019,ID,TSN,estimated total solar,,614.97363,,,,,22.132777777777775,,,0,,0.0
2019,ID,NG,natural gas,0.0,4266.6843,0.0,40.96547,128.5,7.0,30.11706303182544,9601.242351115596,35.537067758773425,53,508.8658446091266,0.059184681681591654
2019,FL,COW,all coal products,8.27,21248.19437,2.41,225.10409,632.3,22.3,29.757822664345287,10594.033830837929,32.20680672236564,95,1006.4332139296031,0.02956760791722714
2019,WY,PET,petroleum,0.0,43.72968,0.0,0.46967,6.8,10.9,155.500794883475,10740.3026960179,31.7681921689697,73,784.0420968093066,0.19833220118701822
2019,WY,COW,all coal products,6.86,35375.82818,0.43,397.60713,617.4,39.2,17.45259494303661,11239.514393186428,30.357183421273152,95,1067.7538673527106,0.01634514795652948
2019,DE,PET,petroleum,0.0,18.71833,0.0,0.21227,2.9,8.5,154.92835098002865,11340.221056045064,30.08759690959627,73,827.8361370912896,0.18714857208866195
2019,PA,TSN,estimated total solar,,575.11965,,,,,31.203333333333333,,,0,,0.0
2019,SD,PET,petroleum,0.0,13.63777,0.0,0.19535,2.7,7.9,197.9795817058067,14324.18936527013,23.819847064243664,73,1045.6658236647193,0.18933351097959053
2019,DC,NG,natural gas,0.0,110.12304,0.0,2.07738,0.0,1.7,0.0,18864.172293100513,18.087196973110366,53,999.8011315343272,0.0
2019,IA,COW,all coal products,4.86,22159.20264,0.34,265.03884,341.8,25.5,15.424742737945376,11960.666830203238,28.52683757885448,95,1136.2633488693075,0.013574971641296443
2019,WA,NG,natural gas,0.0,15728.67334,0.0,130.14365,382.2,19.8,24.299570074229795,8274.292890871367,41.23615207970577,53,438.53752321618254,0.05541046954436102
2019,WA,COW,all coal products,8.43,7170.10162,0.39,80.80718,180.2,7.7,25.132140316862063,11270.018792285959,30.275016065948595,95,1070.6517852671661,0.02347368272550976
2019,NH,COW,all coal products,6.99,343.01544,1.84,4.18193,14.0,0.4,40.81448928363108,12191.666940706811,27.986328830946473,95,1158.208359367147,0.03523933233043871
2019,MD,NG,natural gas,0.0,14605.26136,0.0,113.63409,312.9,16.4,21.423786421032588,7780.3530658625605,43.85405098093363,53,412.35871249071573,0.051954247047744734
2019,NE,NG,natural gas,0.0,1276.85556,0.0,12.9854,38.0,10.3,29.76060972785363,10169.826883159752,33.55022695273153,53,539.0008248074669,0.05521440479888733
2019,IN,WNT,onshore wind turbine,0.0,6216.03,0.0,55.35375,,,29.416666666666664,8905.000458491995,38.31555108732471,0,0.0,inf
2019,IN,TSN,estimated total solar,,450.13763,,,,,36.105666666666664,,,0,,0.0
2019,NH,PET,petroleum,0.0,30.08994,0.0,0.75151,2.7,10.6,89.73098650246561,24975.45691350664,13.661411728386847,73,1823.208354685985,0.049215980319440876
2019,AK,WNT,onshore wind turbine,0.0,142.59093,0.0,1.26977,,,,8904.984349285049,38.31562040054498,0,0.0,0.0
2019,VA,NUC,nuclear,0.0,29497.516,0.0,308.00251,181.8,,6.163230829334918,10441.642272522202,32.67685207890027,0,0.0,inf
2019,OR,WNT,onshore wind turbine,0.0,6568.889,0.0,58.49595,,,24.555555555555557,8904.999003636689,38.315557347132575,0,0.0,inf
2019,OR,PET,petroleum,0.0,6.62328,0.0,0.08664,1.0,22.7,150.9825947264799,13081.13200710222,26.083369529085875,73,954.922636518462,0.15810976612403393
2019,IL,WNT,onshore wind turbine,0.0,14459.59701,0.0,128.7627,,,29.416666666666664,8904.99921339094,38.31555644462256,0,0.0,inf
2019,IL,NUC,nuclear,0.0,98735.488,0.0,1030.96064,691.8,,7.006599288798776,10441.642218854482,32.67685224685202,0,0.0,inf
2019,PA,PET,petroleum,0.0,185.32073,0.82,2.97879,31.1,76.7,167.81716756673686,16073.700983154988,21.227220809791895,73,1173.380171770314,0.1430202858409871
2019,KS,WNT,onshore wind turbine,0.0,21123.53876,0.0,188.10511,,,13.25,8904.99987417828,38.31555360145186,0,0.0,inf
2019,KS,PET,petroleum,0.0,78.14034,0.0,1.01324,15.1,24.7,193.2420565357151,12966.925918162115,26.313098582764205,73,946.5855920258344,0.20414641651384982
2019,MO,NUC,nuclear,0.0,9189.863,0.0,96.02786,79.3,,8.629073142874926,10449.324434977974,32.65282862286008,0,0.0,inf
2019,AL,PET,petroleum,0.0,19.91985,0.0,0.41836,2.5,36.6,125.50295308448608,21002.16618097024,16.245943254613252,73,1533.1581312108276,0.08185910541750108
2019,AZ,PET,petroleum,0.0,63.74791,0.0,0.7097,12.1,42.2,189.81014436394855,11132.91400455325,30.647860915879942,73,812.7027223323871,0.2335542125652166
2019,AZ,NUC,nuclear,0.0,31920.368,0.0,333.30106,243.3,,7.622092577378807,10441.642151493992,32.67685245765495,0,0.0,inf
2019,AZ,NG,natural gas,0.0,46084.36665,0.0,369.44088,787.5,25.6,17.08822442935754,8016.620534373774,42.561575483958364,53,424.88088832181006,0.04021885874145204
2019,FL,PET,petroleum,0.36,1525.2838,5.3,16.44475,76.4,127.3,50.08903916766179,10781.436215345631,31.64698962039556,73,787.044843720231,0.06364191261440602
2019,MN,COW,all coal products,5.98,17804.53786,0.34,200.07056,376.2,19.6,21.129444805482866,11237.054371935268,30.363829230207585,95,1067.5201653338504,0.019793017023594078
2019,NY,NG,natural gas,0.0,47612.1335,0.0,418.11841,1154.6,70.6,24.250121032698523,8781.761691061376,38.85325200150837,53,465.43336962625295,0.05210223979464898
2018,NH,WNT,onshore wind turbine,0.0,406.659,0.0,3.70222,,,42.0,9103.991304754107,37.47806742981238,0,0.0,inf
2018,AL,NUC,nuclear,0.0,39462.827,0.0,412.56999,306.8,,7.774405011582165,10454.648624134303,32.63619967220592,0,0.0,inf
2018,VA,NG,natural gas,0.0,50160.30086,0.0,402.33765,1553.0,35.1,30.960739337160348,8021.037416082197,42.53813843529682,53,425.1149830523564,0.07282909464837017
2018,VA,COW,all coal products,17.3,9266.27552,1.22,112.09407,281.8,14.2,30.411355607954125,12096.992989045075,28.205356513721018,95,1149.2143339592822,0.026462736070460142
2018,LA,PET,petroleum,0.32,4377.79437,6.01,51.03664,126.6,85.3,28.91867212118509,11658.071550765873,29.267276196943993,73,851.0392232059088,0.03398042220926899
2018,OR,NG,natural gas,0.0,17922.77655,0.0,136.02457,289.8,14.2,16.169369695121265,7589.480883194966,44.956961517025924,53,402.2424868093332,0.04019806516059479
2018,WI,NUC,nuclear,0.0,10129.122,0.0,105.89641,71.9,,7.0983447528818395,10454.648487795883,32.63620009781257,0,0.0,inf
2018,TX,PET,petroleum,0.0,129.31292,0.0,5.11632,10.1,329.9,78.10511122941158,39565.42006784782,8.623692088063295,73,2888.275664952891,0.02704212488342435
2018,WA,WNT,onshore wind turbine,0.0,7900.094,0.0,71.92245,,,15.8,9103.999268869458,37.4780346442592,0,0.0,inf
2018,WA,PET,petroleum,0.0,23.65646,0.0,0.7673,2.6,55.0,109.90655406599298,32435.114974937078,10.5194632503584,73,2367.7633931704067,0.04641787873864771
2018,FL,NUC,nuclear,0.0,29312.349,0.0,306.55343,193.0,,6.584255666442836,10458.166624585427,32.625221250337994,0,0.0,inf
2018,OK,TSN,estimated total solar,,72.75905,,,,,64.55,,,0,,0.0
2018,IN,PET,petroleum,0.0,130.61654,0.0,1.63021,20.2,48.5,154.65116439311595,12480.884886401065,27.33780522018635,73,911.1045967072778,0.16974029650604727
2018,ME,PET,petroleum,0.0,189.10704,0.66,2.59888,24.8,12.0,131.14265867627137,13742.904547604363,24.827357187711627,73,1003.2320319751184,0.1307201669170028
2018,ME,COW,all coal products,7.62,70.82781,0.75,2.1114,6.1,0.2,86.12436273266108,29810.324503891905,11.445698954248366,95,2831.980827869731,0.030411350912091253
2018,GA,NG,natural gas,0.0,51972.10992,0.0,405.46769,1498.3,39.8,28.828923865248377,7801.639968516406,43.73439448332862,53,413.4869183313695,0.06972148957357051
2018,NV,PET,petroleum,0.0,10.24522,0.0,0.1238,2.3,21.6,224.49493519904897,12083.68390332272,28.236422164781906,73,882.1089249425586,0.25449797508132876
2018,NV,COW,all coal products,7.27,2485.04578,0.37,28.14869,86.5,3.3,34.80821186320359,11327.231967533411,30.12209875969361,95,1076.0870369156742,0.03234702274917496
2018,AK,COW,all coal products,8.42,628.56407,0.14,13.92752,34.0,1.7,54.091542330760326,22157.67757772091,15.398725737532601,95,2104.979369883487,0.025696946537653885
2018,UT,TSN,estimated total solar,,2618.09736,,,,,24.66478260869565,,,0,,0.0
2018,NV,NG,natural gas,0.0,26688.6115,0.0,210.93222,655.5,16.4,24.561037954334942,7903.454250514306,43.170997033075366,53,418.88307527725823,0.058634591378699225
2018,KS,WNT,onshore wind turbine,0.0,18907.502,0.0,172.13389,,,14.833333333333334,9103.9995658866,37.4780334215418,0,0.0,inf
2018,KS,PET,petroleum,0.0,52.01572,0.0,0.6831,11.2,24.1,215.3195226366183,13132.56838509589,25.98120870150783,73,958.677492112,0.22460058195615074
2018,IN,WNT,onshore wind turbine,0.0,5437.153,0.0,49.49984,,,24.0,9103.999832265157,37.47803232495297,0,0.0,inf
2018,IN,TSN,estimated total solar,,388.95137,,,,,37.49111111111111,,,0,,0.0
2018,KS,COW,all coal products,5.07,20473.98303,0.37,225.13772,384.0,21.8,18.755510319478855,10996.283413447763,31.028665520091437,95,1044.6469242775374,0.017953922883992494
2018,NC,PET,petroleum,0.0,633.08106,1.45,7.86811,118.8,61.2,187.6536947733044,12428.282090764176,27.453512682461223,73,907.2645926257849,0.20683458419798054
2018,CO,WNT,onshore wind turbine,0.0,9745.15,0.0,88.71984,,,15.8,9103.999425355176,37.47803400006132,0,0.0,inf
2018,CO,PET,petroleum,0.0,11.88243,0.0,0.18278,2.7,35.4,227.22624917630483,15382.375490535185,22.181229434292593,73,1122.9134108090684,0.20235420379616487
2018,NJ,TSN,estimated total solar,,2902.65516,,,,,34.21666666666667,,,0,,0.0
2018,MI,WNT,onshore wind turbine,0.0,5457.252,0.0,49.68283,,,24.0,9104.001427824847,37.478025756584316,0,0.0,inf
2018,MI,COW,all coal products,4.93,42330.86358,0.48,455.91404,961.4,48.3,22.711561227260937,10770.251335373301,31.679854942602777,95,1023.1738768604636,0.022197166816797308
2018,HI,COW,all coal products,4.79,1311.20296,0.22,14.36709,47.1,1.4,35.92121238042355,10957.182402943934,31.139392176982255,95,1040.9323282796738,0.034508691299644574
2018,NM,PET,petroleum,0.0,20.73676,0.0,0.23601,4.7,17.9,226.65064359138069,11381.237956170586,29.979164069319104,73,830.8303708004528,0.2728001425525851
2018,NM,NG,natural gas,0.0,11628.17718,0.0,103.72372,249.0,14.7,21.413502404166152,8920.032640919908,38.2509811045728,53,472.7617299687551,0.04529449201732419
2018,AZ,COW,all coal products,10.29,30744.62287,0.61,324.95803,790.4,31.7,25.7085605942253,10569.589074943173,32.28129282801228,95,1004.1109621196014,0.025603306371595125
2018,WI,COW,all coal products,4.98,33322.37949,0.32,355.09498,779.9,34.6,23.40469113960025,10656.351240059657,32.018464135955966,95,1012.3533678056675,0.023119092486777838
2018,WA,TSN,estimated total solar,,151.25903,,,,,24.66478260869565,,,0,,0.0
2018,OR,WNT,onshore wind turbine,0.0,7447.442,0.0,67.80151,,,15.8,9103.999735748193,37.47803272228008,0,0.0,inf
2018,OR,PET,petroleum,0.0,4.85631,0.0,0.05069,0.9,23.2,185.32589558739045,10437.966274805358,32.688360071019915,73,761.9715380607911,0.24321892135110815
2018,TN,WNT,onshore wind turbine,0.0,41.009,0.0,0.37335,,,30.0,9104.099100197518,37.477623677514394,0,0.0,inf
2018,MS,NG,natural gas,0.0,49481.81055,0.0,385.34526,1213.0,31.0,24.51405853014002,7787.614392375946,43.81316059177684,53,412.7435627959252,0.05939295179816196
2018,CT,NG,natural gas,0.0,20006.45748,0.0,153.62491,653.2,15.1,32.64945833878832,7678.7662260335355,44.4342215866945,53,406.97460997977737,0.08022480404959581
2018,PA,WNT,onshore wind turbine,0.0,3566.917,0.0,32.47321,,,30.0,9103.999336121362,37.478034367406245,0,0.0,inf
2018,IN,COW,all coal products,8.46,77455.22874,2.69,829.51598,1748.9,93.9,22.57949564477653,10709.618879114034,31.85921029042503,95,1017.4137935158332,0.022193030789124192
2018,TX,WNT,onshore wind turbine,0.0,75700.43368,0.0,689.17675,,,16.416666666666668,9104.000023477805,37.47803153779636,0,0.0,inf
2018,HI,TSN,estimated total solar,,1213.27543,,,,,,,,0,,0.0
2018,SD,COW,all coal products,5.3,2339.33668,0.35,24.5991,46.0,2.6,19.66369372706113,10515.416703507597,32.44759666882121,95,998.9645868332216,0.019684074877365006
2018,CA,COW,all coal products,10.18,281.32814,0.44,14.57309,0.0,3.2,0.0,51801.03917084156,6.586740448868428,95,4921.098721229949,0.0
2018,IA,TSN,estimated total solar,,137.63567,,,,,52.657777777777774,,,0,,0.0
2018,IA,NUC,nuclear,0.0,4895.399,0.0,51.17968,38.1,,7.782818111455266,10454.649355445797,32.63619738927637,0,0.0,inf
2018,IL,TSN,estimated total solar,,161.44392,,,,,37.49111111111111,,,0,,0.0
2018,WI,NG,natural gas,0.0,16798.65559,0.0,151.98589,424.7,29.5,25.281785064563017,9047.503187723845,37.712061871717175,53,479.51766894936384,0.05272336495953547
2018,AR,NUC,nuclear,0.0,12720.818,0.0,133.03955,107.7,,8.46643667097509,10458.41155812464,32.6244571753287,0,0.0,inf
2018,NJ,COW,all coal products,7.67,1193.28794,1.64,16.73182,58.7,1.6,49.19181534676367,14021.611581861791,24.333864763546348,95,1332.0531002768703,0.03692932011234315
2018,OR,COW,all coal products,4.88,1476.39096,0.25,15.49453,36.3,1.6,24.58698338277552,10494.869191016993,32.51112460668378,95,997.0125731466143,0.024660655286600802
2018,DE,TSN,estimated total solar,,159.50382,,,,,34.21666666666667,,,0,,0.0
2018,DE,NG,natural gas,0.0,5400.15488,0.0,49.77631,115.3,5.2,21.35123946667248,9217.570811598647,37.0162602462095,53,488.53125301472835,0.043704961217760165
2018,MN,PET,petroleum,0.0,46.57365,0.0,0.60907,7.2,41.6,154.59385296192158,13077.56639215522,26.090481192637956,73,954.6623466273311,0.16193563463362398
2018,NE,WNT,onshore wind turbine,0.0,5549.106,0.0,50.51907,,,14.833333333333334,9104.001617557855,37.47802497551915,0,0.0,inf
2018,NE,COW,all coal products,5.17,23305.20823,0.3,257.45102,308.3,25.3,13.2288026331872,11046.930688591407,30.886407240010154,95,1049.4584154161837,0.012605361431058757
2018,CO,NG,natural gas,0.0,16398.43941,0.0,138.88123,500.9,27.0,30.545589581807658,8469.173591927794,40.28728379415995,53,448.8662003721731,0.06805054503208545
2018,ME,NG,natural gas,0.0,2330.71691,0.0,22.66913,67.5,2.5,28.961046152962435,9726.247706333414,35.08033213855141,53,515.4911284356708,0.056181463764175224
2018,NM,WNT,onshore wind turbine,0.0,6091.551,0.0,55.45748,,,15.316666666666666,9103.999950094812,37.478031839888864,0,0.0,inf
2018,MO,NUC,nuclear,0.0,10655.279,0.0,111.3972,95.1,,8.92515343802823,10454.64881773626,32.636199067840124,0,0.0,inf
2018,NM,TSN,estimated total solar,,1599.00841,,,,,44.60739130434782,,,0,,0.0
2018,NY,NUC,nuclear,0.0,42919.011,0.0,448.70318,319.8,,7.451243459454366,10454.64864043582,32.636199621317594,0,0.0,inf
2018,MA,NG,natural gas,0.0,18385.82124,0.0,156.29167,656.5,23.8,35.706862991342774,8500.662981535655,40.13804579020751,53,450.53513802138974,0.07925433551788261
2018,MI,PET,petroleum,0.29,1213.51219,5.61,17.43065,41.7,61.9,34.36306643116622,14363.802970945022,23.754154849532288,73,1048.5576168789867,0.03277174842661225
2018,MI,NUC,nuclear,0.0,30478.694,0.0,318.64404,201.6,,6.61445664305695,10454.648745776312,32.63619929247696,0,0.0,inf
2018,MO,PET,petroleum,0.0,99.75467,0.0,1.30512,18.0,43.1,180.44268002691,13083.297253151155,26.079052810469538,73,955.0806994800344,0.18892924977454442
2018,KS,NUC,nuclear,0.0,9168.289,0.0,95.93228,56.0,,6.108009902392911,10463.487789270168,32.60862982512247,0,0.0,inf
2018,KS,NG,natural gas,0.0,3005.7153,0.0,34.34717,94.2,16.7,31.340293606649972,11427.286543073458,29.85835689985521,53,605.6461867828933,0.05174686853577857
2018,CA,PET,petroleum,0.0,68.87836,0.0,0.78567,6.5,236.6,94.36926198591256,11406.630471457218,29.912426886606337,73,832.6840244163769,0.11333141890413401
2018,CA,NUC,nuclear,0.0,18213.519,0.0,190.41594,129.1,,7.088141506317368,10454.648549794249,32.63619990427272,0,0.0,inf
2018,OH,WNT,onshore wind turbine,0.0,1750.022,0.0,15.9322,,,30.0,9103.99983543064,37.478032311921766,0,0.0,inf
2018,OH,TSN,estimated total solar,,272.01981,,,,,34.21666666666667,,,0,,0.0
2018,OH,NUC,nuclear,0.0,18315.007,0.0,191.47696,137.6,,7.512964641509556,10454.648474881827,32.636200138126284,0,0.0,inf
2018,OK,WNT,onshore wind turbine,0.0,27338.228,0.0,248.88723,,,14.833333333333334,9104.00008369233,37.47803128991391,0,0.0,inf
2018,SD,WNT,onshore wind turbine,0.0,2835.002,0.0,25.80986,,,16.416666666666668,9104.00063209832,37.478029032315554,0,0.0,inf
2018,SD,TSN,estimated total solar,,2.61598,,,,,52.657777777777774,,,0,,0.0
2018,WI,WNT,onshore wind turbine,0.0,1637.658,0.0,14.90924,,,18.0,9104.000957464868,37.478027692893804,0,0.0,inf
