Year,State,fueltypeid,fuelTypeDescription,Ash Content (%),Generation (Thousands of MWh),Sulfur Content (%),Total Consumption (millions of MMBtu),Raw Cost (Millions of $),CO2 Emissions (Million Metric Tons),Cost ($/MWh),Heat_Rate (Btu/kWh),efficiency%,Emission_Factor_CO2,CO2_Intensity_kg_per_MWh,CtoE_Ratio
2022,WI,NG,natural gas,,23276.42845,,201.51365,1047.8,32.6,45.01549721215928,8657.412817128308,39.41131227160046,53,1400.5585122317166,0.03214110429447853
2022,VT,WNT,onshore wind turbine,,409.185,,1.39614,,,,3412.001906228234,99.99994413167734,0,,0.0
2022,VA,PET,petroleum,,651.86699,0.23,9.23575,126.4,55.0,193.90458780555832,14168.15108247773,24.0821824960615,73,84373.04057995022,0.002298181818181818
2022,VA,NUC,nuclear,,28197.337,,294.59503,168.7,,5.982834478305522,10447.618865568758,32.65815918347299,0,,0.0
2022,MO,TSN,estimated total solar,,680.75981,,,,,43.7,,,0,,0.0
2022,NV,PET,petroleum,,9.10575,,0.11115,3.0,21.1,329.4621530351701,12206.57276995305,27.95215384615385,73,2317217.1430140296,0.00014218009478672987
2022,MS,COW,all coal products,10.62,5651.36728,0.48,64.18003,253.4,6.3,44.83870671382023,11356.549100450608,30.04433802751417,95,1114.7744763104479,0.040222222222222215
2022,WI,PET,petroleum,0.4,175.11527,5.86,2.37754,18.0,35.9,102.78943692346188,13576.999881278198,25.130736022948092,73,205007.8214195712,0.0005013927576601671
2022,WI,COW,all coal products,5.12,21922.94807,0.4,228.62892,542.9,22.3,24.764005199780595,10428.748874010356,32.71725152480272,95,1017.1989610519568,0.024345291479820626
2022,CA,TSN,estimated total solar,,62909.92353,,,,,27.3175,,,0,,0.0
2022,FL,TSN,estimated total solar,,13884.58416,,,,,31.01,,,0,,0.0
2022,KY,COW,all coal products,8.85,47053.32664,2.51,502.52881,1194.1,50.1,25.37758932829409,10679.9847297683,31.947611221669064,95,1064.7493722029426,0.023834331337325352
2022,IL,NG,natural gas,,19789.29049,,176.08612,1025.3,59.4,51.81085196147424,8898.051200419768,38.34547501636131,53,3001.6235311728956,0.01726094276094276
2022,AL,PET,petroleum,,40.91709,,0.71551,11.0,39.8,268.83632242664373,17486.825187226164,19.511832270688046,73,972698.6938709472,0.00027638190954773874
2022,ID,WNT,onshore wind turbine,,2441.688,,8.33103,,,29.55555555555556,3411.9961272693317,100.00011350337232,0,,0.0
2022,MI,TSN,estimated total solar,,1105.07436,,,,,53.078,,,0,,0.0
2022,NJ,NUC,nuclear,,28318.8,,295.86403,179.2,,6.327951749367911,10447.618896280916,32.65815908747001,0,,0.0
2022,VA,COW,all coal products,16.73,3346.07301,1.52,38.5527,110.8,6.4,33.11344363044846,11521.77489396742,29.613492985238395,95,1912.6898847912466,0.0173125
2022,AK,WNT,onshore wind turbine,,139.276,,0.47521,,,,3412.002067836526,99.99993939521475,0,,0.0
2022,NC,NG,natural gas,,58131.39645,,489.05511,3494.4,39.3,60.11209455471459,8412.925542235103,40.55664088396909,53,676.0546348444034,0.08891603053435115
2022,AR,TSN,estimated total solar,,966.73478,,,,,43.7,,,0,,0.0
2022,OR,WNT,onshore wind turbine,,8149.18841,,27.80503,,,29.55555555555556,3411.9998950913937,100.00000307469547,0,,0.0
2022,OR,NG,natural gas,,19054.76026,,147.43982,797.2,15.6,41.83731461966975,7737.689584555289,44.095850094716596,53,818.6930607963473,0.051102564102564106
2022,WA,PET,petroleum,,43.723,,1.48453,6.3,50.8,144.0889234499005,33953.068179219175,10.049165459775148,73,1161859.8906753883,0.00012401574803149606
2022,WA,NG,natural gas,,14532.32189,,121.99845,700.3,20.0,48.18913352599844,8394.973007303792,40.64337070567699,53,1376.2425682135784,0.035015
2022,NC,NUC,nuclear,,42644.282,,445.53121,249.5,,5.850725778429099,10447.618979726285,32.65815882662856,0,,0.0
2022,ME,TSN,estimated total solar,,768.03807,,,,,62.06,,,0,,0.0
2022,KS,TSN,estimated total solar,,161.27242,,,,,29.33,,,0,,0.0
2022,NC,COW,all coal products,9.04,14673.74341,1.8,161.93508,539.9,15.6,36.79361052695415,11035.703397242383,30.9178298580641,95,1063.123401038127,0.03460897435897436
2022,ND,TSN,estimated total solar,,1.71878,,,,,43.7,,,0,,0.0
2022,PA,NUC,nuclear,,76166.017,,795.75352,503.0,,6.603995059896594,10447.61891645194,32.65815902441751,0,,0.0
2022,IN,WNT,onshore wind turbine,,9985.205,,34.06953,,,27.0,3412.0010555617037,99.99996906326561,0,,0.0
2022,LA,NUC,nuclear,,16164.721,,168.88284,92.5,,5.722338170884608,10447.618613398896,32.65815997172951,0,,0.0
2022,ID,COW,all coal products,,6.26699,,0.45803,0.0,0.2,0.0,73086.12268409555,4.668464921511692,95,31913.24702927562,0.0
2022,MN,PET,petroleum,,-61.47689,,0.85498,14.5,38.5,,-13907.33981501016,-24.53380765398021,73,-626251.5881984271,0.0
2022,MS,TSN,estimated total solar,,525.92121,,,,,44.54,,,0,,0.0
2022,MS,NG,natural gas,,51719.17121,,397.67245,2497.5,32.4,48.289636929006,7689.072363230548,44.37466366315292,53,626.4601547546724,0.07708333333333334
2022,NE,COW,all coal products,4.89,19945.26948,0.26,220.61637,266.2,21.4,13.346523107493256,11061.087453404516,30.846876623779096,95,1072.9361175821025,0.012439252336448598
2022,OK,WNT,onshore wind turbine,,37552.755,,128.13,,,29.0,3411.999998402248,100.00000004682744,0,,0.0
2022,OK,NG,natural gas,,36022.92097,,309.79243,2230.9,40.2,61.9300140001945,8599.869795622517,39.67501928618463,53,1115.9561445191712,0.055495024875621884
2022,SD,COW,all coal products,5.18,1874.80217,0.33,20.55732,42.7,2.4,22.775736386095605,10965.060916267235,31.117018191281744,95,1280.135066197411,0.017791666666666667
2022,SC,TSN,estimated total solar,,2941.99521,,,,,31.01,,,0,,0.0
2022,SC,NUC,nuclear,,54369.751,,568.09624,325.2,,5.981267046818,10448.755595735578,32.65460627093747,0,,0.0
2022,PA,PET,petroleum,,312.6673,1.42,3.60616,83.5,71.4,267.0570283493029,11533.537405414638,29.58329157885396,73,228357.74639688898,0.001169467787114846
2022,OR,TSN,estimated total solar,,2012.52449,,,,,28.02125,,,0,,0.0
2022,OH,TSN,estimated total solar,,1246.67228,,,,,48.086,,,0,,0.0
2022,UT,TSN,estimated total solar,,4628.93709,,,,,28.02125,,,0,,0.0
2022,UT,PET,petroleum,,31.03924,,0.32152,9.2,22.3,296.39900976956915,10358.50104577303,32.93912878825578,73,718445.4258544991,0.0004125560538116592
2022,TN,NUC,nuclear,,35635.4,,372.65045,218.8,,6.139961947950633,10457.310707891591,32.62789158043416,0,,0.0
2022,AL,COW,all coal products,6.55,25943.99013,0.43,264.51125,743.9,28.5,28.67330723888153,10195.47296597742,33.465833428090484,95,1098.5203069070085,0.026101754385964914
2022,ME,COW,all coal products,6.97,42.44227,0.94,1.26928,5.8,0.1,136.65621560769486,29906.034714919813,11.409068545947312,95,2356.141648408532,0.058
2022,SC,COW,all coal products,9.24,14243.46192,2.0,149.27133,525.5,14.5,36.89412047095921,10479.989404149015,32.55728482558573,95,1018.010935925611,0.03624137931034482
2022,MD,NUC,nuclear,,14810.684,,154.73638,90.9,,6.137461308336603,10447.618759538722,32.65815951491175,0,,0.0
2022,TN,PET,petroleum,,146.61361,,2.20465,56.9,48.8,388.0949387986559,15037.14423238061,22.69047863923979,73,332847.68037564866,0.001165983606557377
2022,MN,WNT,onshore wind turbine,,15091.227,,51.49124,,,28.0,3411.9982424225677,100.00005151167461,0,,0.0
2022,MN,TSN,estimated total solar,,2144.36494,,,,,43.7,,,0,,0.0
2022,ND,NG,natural gas,,1453.35858,,16.35288,44.8,10.3,30.82515259241804,11251.786190301362,30.324074260680696,53,7087.0328504889685,0.004349514563106796
2022,HI,WNT,onshore wind turbine,,625.42187,,2.13394,,,,3412.0009266705047,99.99997284084839,0,,0.0
2022,VT,PET,petroleum,,5.26506,,0.10472,1.4,4.8,265.90390232969804,19889.611894261416,17.154683651642475,73,911670.5222732504,0.0002916666666666667
2022,VT,NG,natural gas,,1.49874,,0.09495,0.1,0.7,66.72271374621349,63353.216702029706,5.385677598736177,53,467058.9962234944,0.00014285714285714287
2022,VA,NG,natural gas,,48801.98702,,393.07743,2601.8,35.0,53.31340297545122,8054.537407235268,42.36121613806216,53,717.1839127299534,0.07433714285714285
2022,MT,NG,natural gas,,728.75784,,8.58504,33.4,4.9,45.83141088403248,11780.374122630365,28.96342649632384,53,6723.76986023231,0.006816326530612245
2022,GA,TSN,estimated total solar,,7331.77903,,,,,31.01,,,0,,0.0
2022,RI,PET,petroleum,,60.05078,,0.64758,12.0,5.2,199.8308764682157,10783.87324860726,31.639837759041363,73,86593.37980289347,0.002307692307692308
2022,DC,TSN,estimated total solar,,198.1141,,,,,48.086,,,0,,0.0
2022,RI,NG,natural gas,,6963.77276,,54.82586,434.2,4.9,62.3512591470604,7873.011065915367,43.33792968704914,53,703.6415702915614,0.08861224489795919
2022,HI,TSN,estimated total solar,,1881.68869,,,,,,,,0,,0.0
2022,HI,COW,all coal products,7.58,647.75791,0.21,7.6795,29.5,0.7,45.54170554243019,11855.509414003142,28.779868336740677,95,1080.650639989869,0.04214285714285714
2022,NY,NUC,nuclear,,26812.164,,280.12327,177.1,,6.605210978121721,10447.618849414766,32.65815923396867,0,,0.0
2022,CT,NUC,nuclear,,16464.167,,172.01134,101.1,,6.140608267639656,10447.618758969098,32.65815951669233,0,,0.0
2022,CT,NG,natural gas,,24530.68681,,181.70682,1509.7,16.2,61.543323743571946,7407.327051516826,46.06249968807995,53,660.3973270489935,0.09319135802469136
2022,DE,NG,natural gas,,4749.64478,,45.73557,215.0,4.7,45.266543069774585,9629.261159189258,35.43366353444375,53,989.5476857113514,0.045744680851063826
2022,AR,COW,all coal products,4.74,20360.86942,0.22,210.02669,486.8,20.3,23.90860576522474,10315.212266608605,33.07736100637494,95,997.0104704890348,0.023980295566502465
2022,WY,TSN,estimated total solar,,208.87296,,,,,28.02125,,,0,,0.0
2022,WY,PET,petroleum,,53.03027,,0.57641,14.2,10.0,267.77159535487937,10869.452484401832,31.39072556687081,73,188571.54602456294,0.00142
2022,CA,COW,all coal products,8.52,251.5649,0.42,12.68828,0.0,2.9,0.0,50437.402038201675,6.764821069522426,95,11527.840330666162,0.0
2022,WA,COW,all coal products,8.28,3565.97183,0.39,42.20367,130.0,4.0,36.4557002123037,11835.110318299963,28.829473559906045,95,1121.7138526862675,0.0325
2022,WA,WNT,onshore wind turbine,,8060.912,,27.50383,,,29.55555555555556,3411.9997836473094,100.00000634093507,0,,0.0
2022,NE,PET,petroleum,,35.10891,,0.47292,11.1,16.5,316.1590604778103,13470.084944249194,25.33020403450901,73,469966.1709805288,0.0006727272727272728
2022,IA,TSN,estimated total solar,,693.46297,,,,,43.7,,,0,,0.0
2022,FL,NUC,nuclear,,30768.329,,321.45578,155.6,,5.057148212371234,10447.61904359512,32.65815862698129,0,,0.0
2022,OK,COW,all coal products,5.13,8954.03136,0.26,103.53176,265.1,10.2,29.60677591372653,11562.586262820501,29.508969035511427,95,1139.151694907622,0.025990196078431376
2022,WY,COW,all coal products,7.0,33517.8958,0.41,385.02786,594.0,37.4,17.72187620441257,11487.23244136346,29.702541647142098,95,1115.8218350926434,0.01588235294117647
2022,OR,PET,petroleum,,1.6679,,0.01648,0.3,21.6,179.86689849511362,9880.68829066491,34.53200728155339,73,12950416.691648182,1.3888888888888888e-05
2022,OH,COW,all coal products,9.24,42992.71249,3.65,446.94354,1258.2,51.4,29.265424932019688,10395.797662312143,32.82095430127035,95,1195.551455655549,0.024478599221789885
2022,CO,TSN,estimated total solar,,3771.73947,,,,,28.02125,,,0,,0.0
2022,MO,WNT,onshore wind turbine,,7524.605,,25.67395,,,28.0,3411.9996996520085,100.00000880269688,0,,0.0
2022,AZ,NUC,nuclear,,31942.793,,333.72613,220.3,,6.896704367711364,10447.61896681984,32.65815886697275,0,,0.0
2022,AZ,NG,natural gas,,45053.24482,,350.62444,2939.2,24.7,65.23836433408749,7782.445890431206,43.84225792299019,53,548.2402010928012,0.11899595141700404
2022,MS,NUC,nuclear,,8600.33,,89.85297,55.8,,6.488123130158959,10447.618870438693,32.65815916825009,0,,0.0
2022,CO,WNT,onshore wind turbine,,16911.126,,57.70075,,,29.55555555555556,3411.9992956116585,100.00002064444568,0,,0.0
2022,CO,PET,petroleum,,27.20574,,0.37589,10.0,36.7,367.5694908500927,13816.569591564135,24.694986533294312,73,1348980.0314198402,0.00027247956403269756
2022,VT,TSN,estimated total solar,,413.50692,,,,,62.06,,,0,,0.0
2022,TN,WNT,onshore wind turbine,,14.865,,0.05072,,,,3412.041708711739,99.99877760252366,0,,0.0
2022,DC,NG,natural gas,,80.27208,,1.20223,0.0,1.6,0.0,14976.938432391436,22.78169210217679,53,19932.210551912944,0.0
2022,TN,NG,natural gas,,16520.81238,,159.15619,722.1,22.9,43.708504363512425,9633.678195672363,35.417417217991954,53,1386.130383498732,0.03153275109170306
2021,HI,WNT,onshore wind turbine,0.0,657.891,0.0,5.81839,,,,8844.003033937233,38.579814897248205,0,,0.0
2021,MD,PET,petroleum,0.0,72.66898,0.0,1.1622,17.8,29.9,244.94633060764025,15993.06884450559,21.33424193426261,73,411454.79130159796,0.0005953177257525084
2021,MD,NUC,nuclear,0.0,14993.633,0.0,156.37029,114.1,,7.6098968142010674,10429.11281075107,32.71610981600149,0,,0.0
2021,SC,TSN,estimated total solar,,2707.4398,,,,,27.045,,,0,,0.0
2021,SC,PET,petroleum,0.0,86.1746,1.2,1.22253,13.8,35.2,160.13999484766975,14186.662891385631,24.050758279960405,73,408473.0303360851,0.0003920454545454546
2021,SC,NUC,nuclear,0.0,53771.428,0.0,560.84102,564.1,,10.49070149299364,10430.093468970175,32.713033782015444,0,,0.0
2021,WI,COW,all coal products,4.96,27441.58672,0.37,282.65966,567.9,27.5,20.694867457722577,10300.41239539519,33.12488732514572,95,1002.1286407595895,0.02065090909090909
2021,NV,WNT,onshore wind turbine,0.0,339.944,0.0,3.00647,,,29.666666666666668,8844.015484903395,38.57976058300932,0,,0.0
2021,NV,TSN,estimated total solar,,7655.79907,,,,,20.53,,,0,,0.0
2021,IL,WNT,onshore wind turbine,0.0,19133.08783,0.0,169.21303,,,22.666666666666664,8844.00006436389,38.579827851294915,0,,0.0
2021,IL,NUC,nuclear,0.0,96994.458,0.0,1011.56616,667.5,,6.881836485956755,10429.112970557555,32.716109314688815,0,,0.0
2021,WA,TSN,estimated total solar,,358.59672,,,,,20.53,,,0,,0.0
2021,GA,NG,natural gas,0.0,56673.11501,0.0,444.05863,1762.6,40.6,31.10116674703673,7835.437136667812,43.54575169817553,53,716.3890672470732,0.04341379310344828
2021,FL,NUC,nuclear,0.0,29514.894,0.0,307.81417,168.1,,5.695429568542581,10429.11317926468,32.71610865997495,0,,0.0
2021,NH,COW,all coal products,7.6,284.16345,2.88,3.25858,13.0,0.3,45.7483184413759,11467.273500515284,29.754239312829515,95,1055.7304255702131,0.043333333333333335
2021,IL,PET,petroleum,0.0,53.97006,0.0,0.65884,11.3,76.2,209.37534625679496,12207.509126356354,27.950009823325843,73,1411893.9278555554,0.00014829396325459317
2021,IL,NG,natural gas,0.0,20664.59802,0.0,203.18897,738.0,57.0,35.71325216613142,9832.708567732401,34.70050979846002,53,2758.3406144573046,0.012947368421052633
2021,DE,WNT,onshore wind turbine,0.0,4.849,0.0,0.04288,,,18.0,8843.060424829862,38.58392723880597,0,,0.0
2021,OK,WNT,onshore wind turbine,0.0,32540.31215,0.0,287.78653,,,17.0,8844.00028719454,38.5798268792497,0,,0.0
2021,AR,NG,natural gas,0.0,20629.13354,0.0,165.20441,1072.9,18.8,52.00897061040597,8008.305810792672,42.60576557156071,53,911.3325076667278,0.05706914893617021
2021,MN,PET,petroleum,0.0,105.13068,0.0,1.33679,18.7,38.0,177.87386136948797,12715.507975407369,26.833375486052415,73,361454.9054567135,0.0004921052631578947
2021,NJ,PET,petroleum,0.0,36.98351,0.0,0.42193,3.4,50.8,91.93286413323126,11408.598048157139,29.907268058682718,73,1373585.14646122,6.692913385826771e-05
2021,NJ,NG,natural gas,0.0,29542.81514,0.0,237.35384,829.3,36.7,28.0711230825513,8034.232312499925,42.468276585573676,53,1242.2648222954692,0.022596730245231608
2021,HI,TSN,estimated total solar,,1758.03099,,,,,,,,0,,0.0
2021,CT,PET,petroleum,0.0,45.94954,0.3,1.03783,9.4,19.8,204.57223293203805,22586.29792594224,15.106504001618761,73,430907.4693674844,0.00047474747474747476
2021,CT,NUC,nuclear,0.0,17216.509,0.0,179.55292,131.1,,7.614784158623563,10429.113126244118,32.71610882630035,0,,0.0
2021,CO,WNT,onshore wind turbine,0.0,15125.697,0.0,133.77166,,,29.666666666666668,8843.999717831184,38.57982936296074,0,,0.0
2021,CO,PET,petroleum,0.0,27.80917,0.0,0.36978,7.0,34.0,251.7155312438307,13297.052734763387,25.65982152631295,73,1222618.294612892,0.00020588235294117648
2021,CT,COW,all coal products,0.0,244.64713,0.0,2.87962,11.5,0.3,47.00647826933429,11770.503909038296,28.98771391919767,95,1226.2559548521988,0.03833333333333334
2021,LA,NUC,nuclear,0.0,17248.674,0.0,179.88837,96.3,,5.583037861345168,10429.112985728641,32.716109267097146,0,,0.0
2021,LA,COW,all coal products,6.06,7872.9514,0.53,91.48142,468.5,9.2,59.50754376560739,11619.711001899492,29.363897255639447,95,1168.5579565498142,0.050923913043478264
2021,RI,WNT,onshore wind turbine,0.0,87.952,0.0,0.77784,,,,8843.914862652357,38.58019952689499,0,,0.0
2021,MT,COW,all coal products,9.17,10876.45398,0.65,120.12108,273.7,11.8,25.164451622126936,11044.139957828425,30.894211890002985,95,1084.9124192221332,0.023194915254237287
2021,IA,WNT,onshore wind turbine,0.0,37098.274,0.0,328.09712,,,22.166666666666664,8843.99958876793,38.57982992596826,0,,0.0
2021,NJ,NUC,nuclear,0.0,28142.099,0.0,293.49713,203.1,,7.216945686958176,10429.112981231428,32.71610928120489,0,,0.0
2021,TX,COW,all coal products,8.18,88818.13948,0.51,962.42605,2081.8,92.8,23.438905748175216,10835.917703688427,31.487872954577657,95,1044.8316137144104,0.02243318965517242
2021,WA,NUC,nuclear,0.0,8511.288,0.0,88.76519,54.3,,6.379762968894955,10429.113666462703,32.71610713163572,0,,0.0
2021,AZ,WNT,onshore wind turbine,0.0,1600.319,0.0,14.15322,,,29.666666666666668,8843.999227653987,38.579831501241415,0,,0.0
2021,CO,TSN,estimated total solar,,2786.11122,,,,,20.53,,,0,,0.0
2021,CO,COW,all coal products,6.19,23602.04163,0.32,248.96744,398.7,24.2,16.892606421523375,10548.555243777866,32.34566176266262,95,1025.3350273410224,0.01647520661157025
2021,OK,NG,natural gas,0.0,33857.23754,0.0,285.84346,3385.2,38.8,99.98453051583488,8442.610229564523,40.414041477975395,53,1145.9883563790597,0.08724742268041237
2021,WY,TSN,estimated total solar,,196.89137,,,,,20.53,,,0,,0.0
2021,WY,NG,natural gas,0.0,1500.7007,0.0,20.00416,48.8,8.3,32.51814302478835,13329.87983546619,25.596629842992662,53,5530.749735773429,0.005879518072289156
2021,OH,NG,natural gas,0.0,56380.78218,0.0,431.29116,1516.1,67.8,26.890368337915813,7649.612923479311,44.60356405129194,53,1202.5374139639152,0.022361356932153395
2021,ND,TSN,estimated total solar,,1.22855,,,,,29.088,,,0,,0.0
2021,PA,COW,all coal products,18.03,29297.30847,2.7,322.81746,923.5,45.9,31.521666945810058,11018.67293818339,30.965616450745877,95,1566.6968195047987,0.020119825708061003
2021,MI,WNT,onshore wind turbine,0.0,7696.887,0.0,68.07127,,,22.666666666666664,8844.000178253884,38.57982735447715,0,,0.0
2021,MI,COW,all coal products,5.09,37053.90287,0.56,392.29827,804.1,41.6,21.70081793599736,10587.23210281897,32.22749786595796,95,1122.6887528136926,0.01932932692307692
2021,ID,TSN,estimated total solar,,684.10626,,,,,20.53,,,0,,0.0
2021,ID,NG,natural gas,0.0,4935.45448,0.0,46.10791,160.7,7.1,32.5603246167514,9342.181188549834,36.522520074668314,53,1438.5706582385499,0.022633802816901406
2021,CT,WNT,onshore wind turbine,0.0,12.758,0.0,0.11283,,,,8843.862674400376,38.58042719134982,0,,0.0
2021,KY,PET,petroleum,0.0,66.08994,0.0,0.9208,14.3,39.3,216.37181089890527,13932.528914385457,24.48945213727194,73,594644.2075753133,0.00036386768447837137
2021,OK,TSN,estimated total solar,,128.19206,,,,,25.42,,,0,,0.0
2021,AK,WNT,onshore wind turbine,0.0,132.212,0.0,1.16928,,,,8843.977853750037,38.57992474001095,0,,0.0
2021,KY,NG,natural gas,0.0,14571.97964,0.0,117.85437,468.0,19.1,32.1164324657264,8087.739134392588,42.1873151854106,53,1310.7347437935346,0.024502617801047122
2021,KY,COW,all coal products,8.6,49862.72893,2.5,530.97407,1000.8,52.5,20.071103637447862,10648.716614475918,32.04141985863076,95,1052.8906284632424,0.01906285714285714
2021,PA,NG,natural gas,0.0,126664.87788,0.0,910.08524,2923.2,97.7,23.07822064747409,7184.984940041534,47.487921387073584,53,771.3266821490895,0.029920163766632552
2021,CA,COW,all coal products,8.46,294.15381,0.37,14.38951,0.0,2.7,0.0,48918.31929696916,6.974892124332239,95,9178.871421043297,0.0
2021,ME,TSN,estimated total solar,,293.14863,,,,,,,,0,,0.0
2021,MS,COW,all coal products,9.79,5530.68764,0.51,62.25442,159.3,6.2,28.802928382337644,11256.180795630686,30.3122352239086,95,1121.017928251685,0.02569354838709677
2021,WY,WNT,onshore wind turbine,0.0,8447.86,0.0,74.71287,,,29.666666666666668,8843.999545447012,38.579830114945395,0,,0.0
2021,MD,COW,all coal products,11.42,5173.97896,2.34,59.66669,144.1,6.6,27.850905678982507,11532.070474441976,29.587054705933912,95,1275.6140005640843,0.021833333333333333
2021,ME,WNT,onshore wind turbine,0.0,2544.197,0.0,22.50088,,,,8844.000680764893,38.57982516239365,0,,0.0
2021,NE,NUC,nuclear,0.0,6880.622,0.0,71.75879,43.9,,6.380237135538037,10429.113821395798,32.71610664561094,0,,0.0
2021,PA,PET,petroleum,0.0,124.0959,1.42,1.64867,21.2,70.3,170.83561987140592,13285.451010065603,25.68222936063615,73,566497.362120747,0.00030156472261735423
2021,MA,TSN,estimated total solar,,4120.1605,,,,,,,,0,,0.0
2021,ND,PET,petroleum,0.0,33.09492,0.0,0.39817,6.3,11.6,190.36154189223,12031.151608766542,28.35971244443328,73,350506.96602378855,0.0005431034482758621
2021,DE,COW,all coal products,8.03,276.72937,2.62,4.54157,11.0,0.4,39.75002725587096,16411.593753131445,20.790180718121707,95,1445.455536577126,0.0275
2021,MD,NG,natural gas,0.0,13977.17105,0.0,108.23847,445.9,15.8,31.902020688227893,7743.946869706513,44.06021964519639,53,1130.4147272348075,0.028221518987341775
2021,VT,WNT,onshore wind turbine,0.0,338.188,0.0,2.99094,,,,8844.015754550723,38.5797594067417,0,,0.0
2021,IA,COW,all coal products,4.94,22106.5942,0.34,266.62582,360.0,25.3,16.284733719859933,12060.918004275845,28.289720556846298,95,1144.4548975346008,0.014229249011857707
2021,MO,PET,petroleum,0.0,258.6941,0.0,3.49858,43.3,42.1,167.3791555354374,13524.003833098628,25.229214972931878,73,162740.47224115278,0.0010285035629453681
2021,RI,PET,petroleum,0.0,12.5625,0.0,0.20387,1.6,5.0,127.363184079602,16228.457711442787,21.024795212635503,73,398009.9502487562,0.00032
2021,IN,PET,petroleum,0.0,127.81222,0.0,1.62974,24.4,48.8,190.90506369422263,12751.049938730428,26.758580794482555,73,381810.1273884453,0.0004999999999999999
2021,SD,PET,petroleum,0.0,38.19249,0.0,0.49074,7.9,8.0,206.8469481827448,12849.122955848126,26.5543415821005,73,209465.2639825264,0.0009874999999999999
2021,MS,PET,petroleum,0.0,8.24655,0.0,0.13354,1.1,26.4,133.38911423565008,16193.43846820792,21.070262543058256,73,3201338.7416556017,4.166666666666667e-05
2021,AZ,NUC,nuclear,0.0,31629.862,0.0,329.87141,215.6,,6.816343365646047,10429.113158950868,32.716108723699335,0,,0.0
2021,AZ,NG,natural gas,0.0,48053.13267,0.0,371.02881,1764.5,25.6,36.71977042823668,7721.220020097391,44.18990769747503,53,532.7436231016486,0.06892578125
2021,WA,WNT,onshore wind turbine,0.0,9297.756,0.0,82.22935,,,29.666666666666668,8843.999562905286,38.57983003878785,0,,0.0
2021,WA,PET,petroleum,0.0,32.0241,0.0,1.38091,2.1,49.8,65.57561336618359,43120.96202547457,7.9126249502139885,73,1555078.831255211,4.216867469879517e-05
2021,NM,TSN,estimated total solar,,2212.30215,,,,,22.975,,,0,,0.0
2021,MA,WNT,onshore wind turbine,0.0,208.62625,0.0,1.84509,,,,8843.997339740325,38.57983973681501,0,,0.0
2021,NC,TSN,estimated total solar,,10578.4964,,,,,35.0825,,,0,,0.0
2021,NC,PET,petroleum,0.0,194.7418,0.0,3.05626,32.7,60.5,167.91464390284983,15693.908549679625,21.740919345867173,73,310667.76624227565,0.000540495867768595
2021,AL,NG,natural gas,0.0,54447.87499,0.0,445.80129,1720.8,38.6,31.604539209584317,8187.671053863475,41.67241181959792,53,708.9349218328421,0.04458031088082902
2021,HI,PET,petroleum,0.0,6155.20742,0.46,64.89564,852.4,16.0,138.48436646185354,10543.209281483483,32.36206271644752,73,2599.4249922450217,0.053275
2021,MN,TSN,estimated total solar,,2076.74972,,,,,29.088,,,0,,0.0
2021,VT,PET,petroleum,0.0,2.88537,0.0,0.06078,0.6,4.8,207.94560143066573,21064.889424926438,16.1975690029615,73,1663564.811445326,0.00012499999999999998
2021,UT,TSN,estimated total solar,,4136.50742,,,,,20.53,,,0,,0.0
2021,TX,NG,natural gas,0.0,233120.82483,0.0,2138.48218,14914.8,247.2,63.97884020390029,9173.278198373988,37.19499099683682,53,1060.394326333853,0.06033495145631068
2021,CO,NG,natural gas,0.0,14559.77311,0.0,132.83519,943.3,26.6,64.78809751177504,9123.438187973248,37.39818180056052,53,1826.9515464997519,0.03546240601503759
2021,DE,TSN,estimated total solar,,195.92042,,,,,43.12,,,0,,0.0
2021,DE,NG,natural gas,0.0,3734.20289,0.0,38.22643,86.2,4.3,23.08390908025889,10236.837988200476,33.3306046645737,53,1151.5175063238194,0.020046511627906976
2021,AR,NUC,nuclear,0.0,13555.684,0.0,141.37376,75.2,,5.547488418880228,10429.112983158946,32.71610927515828,0,,0.0
2021,NC,WNT,onshore wind turbine,0.0,514.703,0.0,4.55203,,,18.0,8843.993526363747,38.5798563717726,0,,0.0
2021,NC,COW,all coal products,9.05,20404.63829,1.8,220.83087,564.9,21.3,27.684881837716716,10822.581947371536,31.52667280868838,95,1043.880302962234,0.026521126760563382
2021,MI,TSN,estimated total solar,,616.14562,,,,,37.938,,,0,,0.0
2021,WY,PET,petroleum,0.0,60.33173,0.0,0.6632,11.3,10.1,187.29779504085164,10992.557316025912,31.039183166465623,73,167407.76370907977,0.001118811881188119
2021,WY,COW,all coal products,6.64,32038.12828,0.41,371.34269,593.4,36.1,18.52168125472029,11590.648703152017,29.437524053956736,95,1126.7824288766471,0.016437673130193904
2021,AZ,COW,all coal products,9.88,14300.57241,0.61,153.94833,355.3,15.4,24.84515932743702,10765.186566402625,31.69475957480019,95,1076.8799708486633,0.023071428571428573
2021,AK,NG,natural gas,0.0,3085.39602,0.0,26.31326,159.4,20.2,51.66273598810178,8528.324996024336,40.00785619204918,53,6546.971561854805,0.007891089108910891
2021,VA,NUC,nuclear,0.0,28571.516,0.0,297.97557,166.5,,5.827482167904567,10429.113036914106,32.716109106528435,0,,0.0
2021,PA,NUC,nuclear,0.0,75902.514,0.0,791.5959,502.1,,6.6150641597984485,10429.113059417241,32.71610903593614,0,,0.0
2021,GA,TSN,estimated total solar,,5240.62207,,,,,27.045,,,0,,0.0
