Year,State,fueltypeid,fuelTypeDescription,Ash Content (%),Generation (Thousands of MWh),Sulfur Content (%),Total Consumption (millions of MMBtu),Cost ($/MWh),Raw Cost (Millions of $),Heat_Rate (Btu/kWh),efficiency%,Emission_Factor_CO2,CO2_Intensity_kg_per_MWh,CtoE_Ratio
2016,MO,COW,all coal products,4.75,60321.88991,0.27,623.8305,,1164.2,10341.693553215133,32.9926620088181,95,982.4608875554377,0.0
2016,MN,TSN,estimated total solar,,47.0142,,,,,,,0,,0.0
2016,MA,NUC,nuclear,0.0,5414.318,0.0,56.62568,,37.7,10458.506500726407,32.62416100963379,0,0.0,0.0
2016,MA,WNT,onshore wind turbine,0.0,216.12315,0.0,1.99525,47.0,,9232.004993449335,36.95838555569478,0,0.0,inf
2016,WI,TSN,estimated total solar,,37.2949,,,,,,,0,,0.0
2016,VT,PET,petroleum,0.0,4.01674,0.0,0.09254,,0.4,23038.583527935585,14.809938275340395,73,1681.8165975392978,0.0
2016,NH,TSN,estimated total solar,,51.50588,,,,,,,0,,0.0
2016,MS,NUC,nuclear,0.0,5897.272,0.0,62.0954,,30.5,10529.512628890103,32.40415886522995,0,0.0,0.0
2016,MS,TSN,estimated total solar,,6.36286,,,51.52,,,,0,,0.0
2016,MO,NG,natural gas,0.0,6031.56828,0.0,56.98609,,153.5,9447.972294197421,36.11356906810066,53,500.74253159246337,0.0
2016,OR,PET,petroleum,0.0,4.84988,0.0,0.04948,,0.5,10202.31428406476,33.44339240097009,73,744.7689427367275,0.0
2016,IL,TSN,estimated total solar,,85.76092,,,50.153333333333336,,,,0,,0.0
2016,LA,PET,petroleum,0.34,4819.22454,5.76,57.29805,,81.9,11889.475064799533,28.69765049679701,73,867.9316797303659,0.0
2016,NM,TSN,estimated total solar,,908.68414,,,41.1525,,,,0,,0.0
2016,AZ,WNT,onshore wind turbine,0.0,541.582,0.0,4.99989,42.5,,9232.009187897678,36.95836876411281,0,0.0,inf
2016,CO,NG,natural gas,0.0,12679.43938,0.0,105.35619,,327.6,8309.215166577816,41.06284326014446,53,440.3884038286242,0.0
2016,WI,NG,natural gas,0.0,15472.75935,0.0,136.34161,,338.0,8811.719158548149,38.721161428414995,53,467.0211154030519,0.0
2016,NM,NG,natural gas,0.0,9957.55288,0.0,86.89963,,249.5,8727.006629765447,39.097025414906824,53,462.5313513775686,0.0
2016,NM,PET,petroleum,0.0,51.68271,0.0,0.56943,,6.6,11017.804600416657,30.968056920077974,73,804.299735830416,0.0
2016,MO,WNT,onshore wind turbine,0.0,1121.883,0.0,10.35722,25.0375,,9231.996562921446,36.95841930556655,0,0.0,inf
2016,OR,WNT,onshore wind turbine,0.0,7157.128,0.0,66.07461,42.5,,9232.000601358535,36.95840313851265,0,0.0,inf
2016,ND,TSN,estimated total solar,,0.28948,,,,,,,0,,0.0
2016,NH,NUC,nuclear,0.0,10761.163,0.0,112.54569,,79.9,10458.506204208597,32.62416193458852,0,0.0,0.0
2016,NJ,TSN,estimated total solar,,2220.06293,,,50.153333333333336,,,,0,,0.0
2016,NM,WNT,onshore wind turbine,0.0,3605.421,0.0,33.28524,33.1875,,9231.998149453282,36.95841295421033,0,0.0,inf
2016,CA,COW,all coal products,10.57,318.87581,0.52,15.0819,,0.0,47297.09663458009,7.213973463025216,95,4493.224180285109,0.0
2016,KS,PET,petroleum,0.0,28.32368,0.0,0.38397,,4.0,13556.501132621184,25.168736140844338,73,989.6245826813465,0.0
2016,KS,WNT,onshore wind turbine,0.0,14110.881,0.0,130.27165,23.875,,9231.999759618127,36.95840650824642,0,0.0,inf
2016,WA,PET,petroleum,0.0,22.018,0.0,0.85286,,1.7,38734.671632300844,8.808645733180123,73,2827.6310291579616,0.0
2016,WA,WNT,onshore wind turbine,0.0,8041.847,0.0,74.24232,42.5,,9231.998569482856,36.95841127270808,0,0.0,inf
2016,ME,WNT,onshore wind turbine,0.0,1667.103,0.0,15.39069,47.0,,9231.997063168863,36.958417302927934,0,0.0,inf
2016,AK,NG,natural gas,0.0,3040.4873,0.0,29.00679,,187.7,9540.177983969872,35.764531916837406,53,505.62943315040326,0.0
2016,KS,TSN,estimated total solar,,10.54583,,,,,,,0,,0.0
2016,IL,NG,natural gas,0.0,17484.69119,0.0,167.48964,,419.7,9579.216365902543,35.618779967692326,53,507.6984673928347,0.0
2016,IL,PET,petroleum,0.0,69.50297,0.0,0.81976,,8.5,11794.603885272816,28.928483170684103,73,861.0060836249156,0.0
2016,AL,COW,all coal products,7.19,34258.40552,0.7,349.42667,,801.6,10199.735355342364,33.45184831891624,95,968.9748587575244,0.0
2016,MA,PET,petroleum,0.0,422.28141,0.5,4.22924,,23.3,10015.217103684483,34.06815813053882,73,731.1108485689674,0.0
2016,TX,NG,natural gas,0.0,225976.26025,0.0,2047.12802,,4096.0,9059.040174110502,37.664034317355494,53,480.1291292278566,0.0
2016,OK,TSN,estimated total solar,,9.39275,,,,,,,0,,0.0
2016,MN,PET,petroleum,0.0,32.02741,0.0,0.46186,,4.0,14420.772706878262,23.66031328108085,73,1052.7164076021131,0.0
2016,CT,WNT,onshore wind turbine,0.0,12.742,0.0,0.11764,47.0,,9232.459582483127,36.95656579394764,0,0.0,inf
2016,NV,WNT,onshore wind turbine,0.0,343.865,0.0,3.17456,42.5,,9231.99511436174,36.95842510458143,0,0.0,inf
2016,AK,TSN,estimated total solar,,1.19792,,,,,,,0,,0.0
2016,VA,NG,natural gas,0.0,40904.84316,0.0,333.52989,,955.1,8153.799507197524,41.84552240937686,53,432.15137388146877,0.0
2016,AZ,COW,all coal products,10.51,30403.3921,0.61,319.80977,,681.1,10518.88450302228,32.436899549754216,95,999.2940277871165,0.0
2016,MT,TSN,estimated total solar,,10.94603,,,41.1525,,,,0,,0.0
2016,CT,TSN,estimated total solar,,344.4716,,,,,,,0,,0.0
2016,HI,PET,petroleum,0.0,6640.3161,0.46,68.32142,,555.3,10288.880675424472,33.162013513770646,73,751.0882893059866,0.0
2016,OR,NG,natural gas,0.0,15306.66112,0.0,117.61649,,263.0,7684.006922079162,44.40391627180849,53,407.25236687019566,0.0
2016,NC,TSN,estimated total solar,,3588.57085,,,50.83666666666667,,,,0,,0.0
2016,ND,NG,natural gas,0.0,1071.10726,0.0,13.06374,,30.5,12196.48161100131,27.97528097711681,53,646.4135253830694,0.0
2016,WA,COW,all coal products,9.43,4601.72629,0.43,53.23042,,115.5,11567.489382337862,29.49646104892653,95,1098.911491322097,0.0
2016,IL,WNT,onshore wind turbine,0.0,10663.434,0.0,98.44483,32.93333333333333,,9232.000685707811,36.95840280083779,0,0.0,inf
2016,HI,WNT,onshore wind turbine,0.0,639.127,0.0,5.90042,,,9231.999274009704,36.95840845227967,0,0.0,0.0
2016,AR,NUC,nuclear,0.0,13421.022,0.0,140.40961,,94.5,10461.91638758956,32.61352770939254,0,0.0,0.0
2016,AZ,NUC,nuclear,0.0,32377.477,0.0,338.62005,,280.1,10458.506387017123,32.624161364337404,0,0.0,0.0
2016,SD,NG,natural gas,0.0,918.56139,0.0,7.85244,,19.4,8548.628415570569,39.91283553494201,53,453.0773060252402,0.0
2016,WA,NG,natural gas,0.0,10982.19547,0.0,95.58062,,299.9,8703.234272336258,39.20381657248091,53,461.2714164338216,0.0
2016,TX,NUC,nuclear,0.0,42079.445,0.0,440.08813,,312.4,10458.506047311223,32.62416242401267,0,0.0,0.0
2016,TN,COW,all coal products,7.08,31167.63357,1.69,360.68095,,734.8,11572.291787566726,29.484220261935096,95,1099.367719818839,0.0
2016,TN,NUC,nuclear,0.0,29578.086,0.0,309.62091,,219.6,10467.915672433977,32.59483651540201,0,0.0,0.0
2016,DC,NG,natural gas,0.0,22.70203,0.0,0.84469,,0.0,37207.68583250044,9.170148381062875,53,1972.0073491225235,0.0
2016,NJ,NUC,nuclear,0.0,29885.187,0.0,312.6282,,215.5,10460.975198180959,32.61646199671047,0,0.0,0.0
2016,AZ,TSN,estimated total solar,,5369.24594,,,41.1525,,,,0,,0.0
2016,WV,WNT,onshore wind turbine,0.0,1432.154,0.0,13.22165,39.66666666666666,,9232.002982919435,36.9583936044291,0,0.0,inf
2016,VA,NUC,nuclear,0.0,29731.895,0.0,310.95121,,202.8,10458.50626070084,32.62416175836717,0,0.0,0.0
2016,MI,NG,natural gas,0.0,29295.15386,0.0,283.41807,,682.2,9674.571820118783,35.2677106898371,53,512.7523064662955,0.0
2016,NY,NG,natural gas,0.0,56793.33613,0.0,506.21883,,1303.9,8913.349073934742,38.27966314006138,53,472.4075009185413,0.0
2016,ID,COW,all coal products,0.0,29.18826,0.0,1.60094,,0.0,54848.76453752296,6.220741759216461,95,5210.632631064682,0.0
2016,MD,COW,all coal products,9.4,13826.21331,2.41,155.76263,,429.6,11265.74764236731,30.286494144147408,95,1070.2460260248945,0.0
2016,NV,COW,all coal products,6.83,2166.83075,0.37,24.32,,49.1,11223.76540022796,30.39978009457237,95,1066.2577130216562,0.0
2016,NJ,PET,petroleum,0.0,146.12623,0.0,1.3401,,3.8,9170.838117153917,37.204887453175125,73,669.4711825522359,0.0
2016,UT,TSN,estimated total solar,,1203.27424,,,41.1525,,,,0,,0.0
2016,DE,COW,all coal products,7.57,479.34983,2.49,5.85922,,16.1,12223.265000427768,27.913982065189565,95,1161.2101750406378,0.0
2016,CA,NG,natural gas,0.0,97073.66393,0.0,841.19101,,2104.6,8665.49150351,39.37456979350741,53,459.2710496860299,0.0
2016,CA,TSN,estimated total solar,,27036.92953,,,38.28181818181818,,,,0,,0.0
2016,CO,COW,all coal products,6.55,29948.67505,0.35,315.96409,,581.4,10550.185925503907,32.34066227924825,95,1002.2676629228711,0.0
2016,CO,TSN,estimated total solar,,999.12099,,,41.1525,,,,0,,0.0
2016,KS,COW,all coal products,5.06,23096.06386,0.35,250.84008,,425.9,10860.728543205543,31.41594034347302,95,1031.7692116045266,0.0
2016,KY,NG,natural gas,0.0,8228.33386,0.0,73.90455,,218.5,8981.715041883339,37.98829047781226,53,476.03089721981695,0.0
2016,RI,TSN,estimated total solar,,44.25972,,,,,,,0,,0.0
2016,SC,COW,all coal products,8.86,21002.91354,1.66,216.6622,,681.3,10315.81640267991,33.0754238618827,95,980.0025582545915,0.0
2016,WY,NG,natural gas,0.0,788.14262,0.0,14.00842,,14.4,17773.965833747196,19.19661617398679,53,942.0201891886014,0.0
2016,WY,TSN,estimated total solar,,3.4112,,,41.1525,,,,0,,0.0
2016,WV,PET,petroleum,0.0,122.66876,0.0,1.24333,,14.2,10135.669423902222,33.663292056010874,73,739.9038679448622,0.0
2016,WV,TSN,estimated total solar,,5.66117,,,50.153333333333336,,,,0,,0.0
2016,NC,WNT,onshore wind turbine,0.0,6.233,0.0,0.05754,39.66666666666666,,9231.509706401412,36.96036843934654,0,0.0,inf
2016,DE,NG,natural gas,0.0,7787.4685,0.0,70.98023,,112.1,9114.673144424276,37.43414542612781,53,483.07767665448665,0.0
2016,SC,NUC,nuclear,0.0,55825.916,0.0,583.85569,,399.5,10458.506224958315,32.62416186986206,0,0.0,0.0
2016,SC,PET,petroleum,0.0,113.86187,1.06,1.69916,,10.8,14922.993975068212,22.864044612632124,73,1089.3785601799796,0.0
2016,PA,NG,natural gas,0.0,68048.64607,0.0,539.7629,,972.2,7932.0152739667865,43.015550048148924,53,420.3968095202397,0.0
2016,IL,COW,all coal products,8.5,59337.80188,1.09,670.01633,,1223.3,11291.559659641372,30.21726052774863,95,1072.6981676659304,0.0
2016,TX,PET,petroleum,0.0,196.42194,0.0,3.16582,,9.3,16117.44594315686,21.16960721961451,73,1176.5735538504507,0.0
2016,MO,PET,petroleum,0.0,78.01586,0.0,0.94615,,9.8,12127.662247137954,28.1340288875971,73,885.3193440410706,0.0
2016,SC,NG,natural gas,0.0,16366.85418,0.0,141.15864,,450.2,8624.665341766979,39.56095529268347,53,457.1072631136499,0.0
2016,UT,COW,all coal products,12.71,25939.44311,0.61,261.17226,,496.5,10068.537666458793,33.88774132877664,95,956.5110783135852,0.0
2016,UT,PET,petroleum,0.0,31.55202,0.0,0.31691,,3.7,10044.04789297167,33.97036768798712,73,733.2154961869319,0.0
2016,DE,WNT,onshore wind turbine,0.0,5.321,0.0,0.04912,39.66666666666666,,9231.347491073107,36.96101791530944,0,0.0,inf
2016,IA,COW,all coal products,4.97,25198.34695,0.33,299.08529,,397.4,11869.242478225342,28.7465691787784,95,1127.5780354314077,0.0
2016,NE,PET,petroleum,0.0,-17.93989,0.0,0.09234,,1.0,-5147.1887508786285,-66.28861238899718,73,-375.7447788141399,0.0
2016,CO,PET,petroleum,0.0,6.97451,0.0,0.11259,,1.0,16143.069548971898,21.13600508038014,73,1178.4440770749486,0.0
2016,KS,NG,natural gas,0.0,2027.20704,0.0,25.80653,,71.0,12730.090953117447,26.802636466351732,53,674.6948205152247,0.0
2016,LA,NG,natural gas,0.0,66479.14169,0.0,641.31563,,912.3,9646.869885753484,35.36898538497807,53,511.28410394493466,0.0
2016,LA,COW,all coal products,8.73,12013.64898,0.52,136.42977,,398.9,11356.230752798307,30.045180256303293,95,1078.841921515839,0.0
2016,LA,NUC,nuclear,0.0,17151.826,0.0,179.38248,,104.7,10458.506283820743,32.62416168624717,0,0.0,0.0
2016,FL,NG,natural gas,0.0,158495.44478,0.0,1241.24376,,4560.4,7831.415986263274,43.568110875285285,53,415.0650472719535,0.0
2016,OK,NG,natural gas,0.0,36529.0857,0.0,297.74196,,800.5,8150.818841874271,41.86082485935137,53,431.99339861933635,0.0
2016,WY,COW,all coal products,7.15,40026.8739,0.45,446.36336,,712.4,11151.591830907384,30.5965287443844,95,1059.4012239362016,0.0
2016,WY,PET,petroleum,0.0,55.63557,0.0,1.07664,,4.9,19351.64859459515,17.631572748551047,73,1412.670347405446,0.0
