Year,State,fueltypeid,fuelTypeDescription,Ash Content (%),Generation (Thousands of MWh),Sulfur Content (%),Total Consumption (millions of MMBtu),Cost ($/MWh),Raw Cost (Millions of $)
2021,ND,COW,all coal products,10.08,24402.79083,0.73,282.00484,,445.0
2021,MT,WNT,onshore wind turbine,0.0,3472.646,0.0,30.71208,24.666666666666668,
2021,MT,PET,petroleum,0.0,450.73117,0.0,7.68324,,27.9
2021,WI,TSN,estimated total solar,,548.85439,,,32.756,
2021,IL,TSN,estimated total solar,,1437.89435,,,37.938,
2021,VA,PET,petroleum,0.0,340.78521,0.21,5.32958,,41.7
2021,AR,TSN,estimated total solar,,631.05632,,,29.088,
2021,OH,COW,all coal products,9.08,45662.04797,3.63,471.03513,,782.1
2021,MT,NG,natural gas,0.0,528.30489,0.0,6.48387,,19.6
2021,AR,PET,petroleum,0.0,55.53197,0.0,0.57209,,8.6
2021,NM,WNT,onshore wind turbine,0.0,10580.735,0.0,93.57601,23.333333333333336,
2021,NY,WNT,onshore wind turbine,0.0,4156.369,0.0,36.75893,,
2021,NY,PET,petroleum,0.0,687.76229,0.45,8.07083,,87.1
2021,UT,WNT,onshore wind turbine,0.0,825.229,0.0,7.29833,29.666666666666668,
2021,MD,TSN,estimated total solar,,1656.96908,,,43.12,
2021,VA,NG,natural gas,0.0,53611.27362,0.0,429.55955,,1573.4
2021,VA,COW,all coal products,16.48,3248.47335,1.42,36.78741,,75.9
2021,MI,PET,petroleum,0.3,1149.52181,5.53,19.70936,,39.2
2021,MI,NUC,nuclear,0.0,34338.319,0.0,358.11821,,199.2
2021,NY,NUC,nuclear,0.0,31176.583,0.0,325.14411,,208.3
2021,OH,WNT,onshore wind turbine,0.0,2586.756,0.0,22.87727,18.0,
2021,OH,TSN,estimated total solar,,950.19508,,,43.12,
2021,OH,NUC,nuclear,0.0,17483.009,0.0,182.33228,,121.1
2021,ME,PET,petroleum,0.0,31.60518,1.5,0.95393,,8.3
2021,ME,COW,all coal products,7.97,49.99624,0.79,1.5875,,6.3
2021,NE,TSN,estimated total solar,,85.54767,,,25.42,
2021,NE,PET,petroleum,0.0,55.13041,0.0,0.77948,,13.1
2021,NJ,TSN,estimated total solar,,4042.64372,,,43.12,
2021,UT,COW,all coal products,12.01,26375.56481,0.6,268.43321,,533.3
2021,IA,NG,natural gas,0.0,6463.64391,0.0,64.54903,,188.1
2021,NM,COW,all coal products,21.33,12536.31904,0.75,131.83393,,344.7
2021,TN,NUC,nuclear,0.0,35330.407,0.0,368.55698,,269.0
2021,TN,COW,all coal products,7.96,18259.79637,2.11,210.1313,,377.6
2021,MN,COW,all coal products,5.45,15764.27457,0.31,175.34985,,353.0
2020,TX,COW,all coal products,8.54,78825.27459,0.51,866.71697,,1766.3
2020,WI,NUC,nuclear,0.0,9771.333,0.0,102.07113,,63.3
2020,IL,PET,petroleum,0.0,30.31227,0.0,0.44402,,4.7
2020,IL,NG,natural gas,0.0,24516.13774,0.0,257.01519,,547.0
2020,NH,NG,natural gas,0.0,3638.01203,0.0,27.34421,,85.1
2020,CO,NG,natural gas,0.0,18171.33776,0.0,159.54678,,436.5
2020,ME,WNT,onshore wind turbine,0.0,2395.141,0.0,21.01257,,
2020,WV,TSN,estimated total solar,,15.37274,,,32.08857142857143,
2020,WV,PET,petroleum,0.0,142.4075,0.0,1.48874,,18.0
2020,AK,COW,all coal products,9.43,721.78894,0.15,15.36798,,39.4
2020,ND,PET,petroleum,0.0,30.70179,0.0,0.36405,,3.8
2020,MN,WNT,onshore wind turbine,0.0,11831.13671,0.0,103.79456,22.833333333333336,
2020,KY,NG,natural gas,0.0,14384.4953,0.0,112.5515,,307.3
2020,KY,COW,all coal products,8.76,43638.31323,2.57,466.76785,,865.8
2020,MI,PET,petroleum,0.26,933.67172,5.5,17.09004,,22.6
2020,LA,NUC,nuclear,0.0,16949.587,0.0,177.05502,,98.1
2020,LA,COW,all coal products,6.57,3918.42413,0.67,45.37761,,217.3
2020,MS,TSN,estimated total solar,,445.07813,,,30.13975,
2020,MS,NUC,nuclear,0.0,6470.934,0.0,67.71611,,25.6
2020,NM,COW,all coal products,21.72,12788.18425,0.78,137.41155,,349.3
2020,NE,WNT,onshore wind turbine,0.0,9115.34229,0.0,79.96889,15.0,
2020,NJ,PET,petroleum,0.0,66.5922,0.0,0.42412,,1.9
2020,MS,COW,all coal products,9.74,4593.52454,0.49,51.94037,,136.2
2020,FL,COW,all coal products,8.3,16597.72817,2.64,176.46772,,436.3
2020,VT,PET,petroleum,0.0,1.75715,0.0,0.03457,,0.3
2020,TX,TSN,estimated total solar,,10151.12009,,,32.802,
2020,TX,NUC,nuclear,0.0,41438.705,0.0,432.86781,,268.6
2020,UT,PET,petroleum,0.0,39.55503,0.0,0.41186,,5.2
2020,UT,NG,natural gas,0.0,9460.15007,0.0,77.79095,,176.8
2020,AZ,WNT,onshore wind turbine,0.0,644.16,0.0,5.65121,37.8,
2020,VT,WNT,onshore wind turbine,0.0,383.586,0.0,3.3652,,
2020,NH,TSN,estimated total solar,,160.78386,,,44.66,
2020,WY,COW,all coal products,6.84,33359.10357,0.42,380.80199,,618.4
2020,OH,PET,petroleum,0.0,1174.40453,0.0,20.1634,,33.1
2020,KY,PET,petroleum,0.0,57.21689,0.0,0.96732,,10.8
2020,MA,NG,natural gas,0.0,14177.40602,0.0,125.94093,,349.8
2020,CO,PET,petroleum,0.0,-188.63227,0.0,0.11002,,1.3
2020,CA,WNT,onshore wind turbine,0.0,13583.089,0.0,119.16444,39.0,
2020,NE,TSN,estimated total solar,,73.99099,,,,
2020,NE,PET,petroleum,0.0,14.03375,0.0,0.21698,,2.7
2020,HI,PET,petroleum,0.0,6149.20534,0.47,64.49877,,581.0
2020,MS,NG,natural gas,0.0,53661.60278,0.0,412.00243,,918.6
2020,NE,NUC,nuclear,0.0,6188.551,0.0,64.64547,,41.9
2020,NM,TSN,estimated total solar,,2113.80621,,,23.47,
2020,NJ,COW,all coal products,7.72,916.71816,1.69,12.14409,,34.2
2020,IA,COW,all coal products,4.9,14146.83452,0.33,181.62884,,215.5
2020,CT,COW,all coal products,0.0,-19.08163,0.0,0.06672,,0.2
2020,AL,NG,natural gas,0.0,55224.99865,0.0,446.78025,,1005.1
2020,OR,COW,all coal products,4.59,1630.14477,0.25,16.97583,,37.0
2020,OK,WNT,onshore wind turbine,0.0,29416.97729,0.0,258.07513,15.0,
2020,NH,WNT,onshore wind turbine,0.0,524.87224,0.0,4.60471,,
2020,SD,PET,petroleum,0.0,7.39353,0.0,0.11025,,0.9
2020,IL,COW,all coal products,10.43,31237.85745,1.37,360.11927,,502.6
2020,WI,PET,petroleum,0.49,105.25881,5.65,1.61313,,5.2
2020,CA,PET,petroleum,0.0,43.91534,0.0,0.52429,,4.9
2020,CA,NUC,nuclear,0.0,16258.698,0.0,169.83801,,110.5
2020,OH,WNT,onshore wind turbine,0.0,2289.139,0.0,20.08262,31.5,
2020,OH,TSN,estimated total solar,,400.46761,,,32.08857142857143,
2020,OH,NUC,nuclear,0.0,18219.025,0.0,190.31554,,121.2
2020,UT,COW,all coal products,12.11,22806.02092,0.54,237.17929,,483.3
2020,SD,NG,natural gas,0.0,1102.46586,0.0,10.63042,,23.0
2020,SC,TSN,estimated total solar,,2092.46967,,,27.4775,
2020,SC,PET,petroleum,0.0,64.14947,1.05,0.98525,,7.6
2020,SC,NUC,nuclear,0.0,54751.088,0.0,571.92868,,350.5
2020,MD,PET,petroleum,0.0,70.37895,0.0,1.04513,,11.7
2020,MD,NUC,nuclear,0.0,15080.557,0.0,157.53117,,97.7
2020,VT,TSN,estimated total solar,,356.73521,,,44.66,
2020,OR,TSN,estimated total solar,,1335.22913,,,23.47,
2020,DC,NG,natural gas,0.0,133.53607,0.0,2.03326,,0.0
2020,OR,NG,natural gas,0.0,19019.91336,0.0,144.60265,,276.9
2020,WI,TSN,estimated total solar,,222.51422,,,32.802,
2020,MN,NUC,nuclear,0.0,14677.288,0.0,153.31863,,123.5
2020,MN,NG,natural gas,0.0,11814.9943,0.0,100.45795,,240.3
2020,IL,WNT,onshore wind turbine,0.0,16225.93984,0.0,142.35016,31.083333333333336,
2020,FL,TSN,estimated total solar,,7626.98194,,,27.4775,
2020,OK,NG,natural gas,0.0,43758.89077,0.0,359.60993,,805.8
2020,NJ,NG,natural gas,0.0,30630.98231,0.0,243.39613,,418.4
2020,NY,NG,natural gas,0.0,52965.59346,0.0,465.00769,,927.2
2020,NY,TSN,estimated total solar,,3130.39298,,,122.5,
2020,NV,PET,petroleum,0.0,6.26478,0.0,0.07596,,1.1
2020,NV,COW,all coal products,7.42,1953.20122,0.35,21.87908,,51.2
2020,OR,WNT,onshore wind turbine,0.0,8777.254,0.0,77.00286,37.8,
2020,OR,PET,petroleum,0.0,2.33899,0.0,0.0251,,0.3
2020,CT,NG,natural gas,0.0,23536.81288,0.0,175.24408,,391.5
2020,IL,NUC,nuclear,0.0,100246.068,0.0,1047.16825,,666.8
2020,DC,PET,petroleum,0.0,0.02052,0.0,0.00028,,0.0
2020,NJ,NUC,nuclear,0.0,26738.258,0.0,279.33743,,176.3
2020,WI,WNT,onshore wind turbine,0.0,1763.375,0.0,15.4701,30.666666666666668,
2020,GA,COW,all coal products,6.8,13913.93452,1.5,152.33351,,393.8
2020,FL,NG,natural gas,0.0,189420.46237,0.0,1435.83497,,4447.9
2020,DE,TSN,estimated total solar,,182.60627,,,32.08857142857143,
2020,DE,NG,natural gas,0.0,4818.09381,0.0,46.77288,,52.0
2020,ND,COW,all coal products,9.86,24496.80711,0.78,281.07951,,445.3
2020,NJ,WNT,onshore wind turbine,0.0,20.014,0.0,0.17558,31.5,
2020,NC,NUC,nuclear,0.0,42328.762,0.0,442.16533,,263.5
2020,NC,NG,natural gas,0.0,41401.32109,0.0,324.11654,,1016.3
2020,TN,WNT,onshore wind turbine,0.0,39.185,0.0,0.34377,31.5,
2020,ID,TSN,estimated total solar,,652.73494,,,23.47,
2020,ID,NG,natural gas,0.0,4157.09842,0.0,39.75056,,81.7
2020,NV,NG,natural gas,0.0,26801.32126,0.0,214.54353,,558.8
2020,PA,COW,all coal products,19.07,23458.27098,2.46,258.15085,,442.0
2020,AR,PET,petroleum,0.0,44.17149,0.0,0.53792,,5.2
2020,ME,TSN,estimated total solar,,116.75891,,,44.66,
2020,PA,WNT,onshore wind turbine,0.0,3748.207,0.0,32.88302,31.5,
2020,PA,NG,natural gas,0.0,120766.85996,0.0,884.81205,,1401.1
2020,CO,WNT,onshore wind turbine,0.0,13386.228,0.0,117.43737,37.8,
2020,FL,NUC,nuclear,0.0,29419.352,0.0,307.31391,,167.0
2020,DE,COW,all coal products,0.0,102.27417,0.0,1.95604,,4.7
2020,WI,COW,all coal products,4.96,23761.09713,0.36,245.70773,,463.3
2020,KS,WNT,onshore wind turbine,0.0,23963.744,0.0,210.23393,15.0,
2020,KS,PET,petroleum,0.0,74.85656,0.0,1.02379,,10.6
2020,CT,WNT,onshore wind turbine,0.0,12.184,0.0,0.10689,,
2020,HI,WNT,onshore wind turbine,0.0,592.23773,0.0,5.1957,,
2020,IN,COW,all coal products,8.85,47772.88493,2.75,524.85138,,1092.4
2020,AL,NUC,nuclear,0.0,43550.647,0.0,454.92911,,306.0
2020,AK,TSN,estimated total solar,,6.72397,,,,
2020,AK,PET,petroleum,0.0,985.80196,0.0,9.66427,,68.0
2020,VT,NG,natural gas,0.0,2.02087,0.0,0.10674,,0.0
2020,VA,NG,natural gas,0.0,62623.07016,0.0,500.7104,,1119.6
2020,VA,COW,all coal products,15.87,3762.79507,1.4,44.46974,,98.8
2020,FL,PET,petroleum,0.41,1702.03681,5.25,18.61305,,55.3
2020,NM,PET,petroleum,0.0,32.51667,0.0,0.38065,,5.1
2020,NM,NG,natural gas,0.0,12001.90769,0.0,103.89003,,164.7
2020,NY,WNT,onshore wind turbine,0.0,4521.726,0.0,39.66911,59.0,
2020,MT,WNT,onshore wind turbine,0.0,3058.58,0.0,26.83292,27.822222222222223,
2020,MT,PET,petroleum,0.0,457.21054,0.0,7.80266,,13.5
2020,KY,TSN,estimated total solar,,93.73462,,,32.44528571428572,
2020,MD,TSN,estimated total solar,,1521.63344,,,32.08857142857143,
2020,ND,TSN,estimated total solar,,0.81583,,,32.802,
2020,NE,COW,all coal products,4.69,18788.64747,0.24,209.43939,,245.8
2020,DE,PET,petroleum,0.0,8.0614,0.0,0.13028,,1.4
2020,MN,TSN,estimated total solar,,1773.38214,,,32.802,
2020,IN,PET,petroleum,0.0,113.47343,0.0,1.3404,,13.5
2020,PA,TSN,estimated total solar,,729.02956,,,32.08857142857143,
2020,NC,WNT,onshore wind turbine,0.0,546.267,0.0,4.7924,31.5,
2020,NC,COW,all coal products,9.28,20793.28877,1.6,222.38816,,542.8
2020,MT,COW,all coal products,9.23,8490.28403,0.69,96.98796,,216.4
2020,MA,WNT,onshore wind turbine,0.0,238.27483,0.0,2.09038,,
2020,CT,TSN,estimated total solar,,948.83825,,,44.66,
2020,GA,TSN,estimated total solar,,4109.26607,,,27.4775,
2020,GA,PET,petroleum,0.0,206.52143,2.1,6.5027,,6.5
2020,OK,PET,petroleum,0.0,26.45243,0.0,0.31249,,2.5
2020,AZ,COW,all coal products,10.46,13747.25305,0.67,150.3124,,322.0
2020,PA,NUC,nuclear,0.0,76521.394,0.0,799.34082,,513.3
2020,SC,COW,all coal products,8.97,12459.09319,1.74,134.43155,,419.0
2020,VA,NUC,nuclear,0.0,30140.054,0.0,314.84235,,178.7
2020,MI,WNT,onshore wind turbine,0.0,6735.092,0.0,59.08697,31.083333333333336,
2020,MI,COW,all coal products,5.14,27961.02937,0.57,304.55481,,614.1
2020,CT,PET,petroleum,0.0,32.5869,0.0,0.8136,,4.9
2020,CT,NUC,nuclear,0.0,15714.855,0.0,164.15703,,101.8
2020,MO,NUC,nuclear,0.0,7742.12,0.0,80.88673,,68.1
2020,RI,WNT,onshore wind turbine,0.0,94.506,0.0,0.82911,,
2020,IA,PET,petroleum,0.59,111.11059,5.89,4.04578,,7.3
2020,ME,PET,petroleum,0.0,36.91358,0.87,0.9029,,4.5
2020,ME,COW,all coal products,6.07,55.48017,0.59,1.65874,,4.1
2020,SD,COW,all coal products,5.22,1648.2221,0.64,18.44104,,34.5
2020,CA,TSN,estimated total solar,,47679.87321,,,27.54384615384615,
2020,CA,NG,natural gas,0.0,92046.68508,0.0,783.29235,,2070.6
2020,SC,NG,natural gas,0.0,24227.92982,0.0,195.4558,,510.3
2020,MT,NG,natural gas,0.0,290.79568,0.0,4.02791,,6.2
2019,MA,WNT,onshore wind turbine,0.0,210.81692,0.0,1.87739,39.0,
2019,MA,NUC,nuclear,0.0,2177.204,0.0,22.73359,,15.6
2019,HI,WNT,onshore wind turbine,0.0,529.31,0.0,4.71351,,
2019,TN,WNT,onshore wind turbine,0.0,37.976,0.0,0.33818,27.833333333333332,
2019,AR,NG,natural gas,0.0,21772.4002,0.0,176.91991,,426.2
2019,NJ,NUC,nuclear,0.0,26637.324,0.0,278.25235,,183.9
2019,NJ,PET,petroleum,0.0,142.42328,0.0,0.9723,,6.0
2019,NJ,NG,natural gas,0.0,40449.13314,0.0,313.66247,,845.0
2019,UT,TSN,estimated total solar,,2646.03144,,,22.132777777777775,
2019,LA,NUC,nuclear,0.0,13981.335,0.0,146.09538,,93.8
2019,LA,COW,all coal products,7.1,7418.81416,0.53,87.48716,,272.2
2019,OR,TSN,estimated total solar,,902.93575,,,22.132777777777775,
2019,NM,COW,all coal products,21.69,14691.66505,0.85,150.01003,,373.4
2019,NC,WNT,onshore wind turbine,0.0,523.139,0.0,4.65855,27.833333333333332,
2019,NC,COW,all coal products,9.68,30672.10113,1.74,316.71296,,859.7
2019,NM,PET,petroleum,0.0,183.60122,0.0,3.87451,,76.9
2019,NM,NG,natural gas,0.0,11803.19183,0.0,107.88828,,134.5
2019,ME,WNT,onshore wind turbine,0.0,2493.932,0.0,22.20846,39.0,
2019,NY,NUC,nuclear,0.0,44865.018,0.0,468.46447,,313.1
2019,TN,PET,petroleum,0.0,139.60037,0.0,1.62989,,22.2
2019,NE,NUC,nuclear,0.0,6951.6,0.0,72.58612,,49.8
2019,OR,NG,natural gas,0.0,20932.33415,0.0,158.20829,,334.3
2019,MD,PET,petroleum,0.0,67.26853,0.0,1.10156,,14.6
2019,ND,PET,petroleum,0.0,33.58654,0.0,0.40065,,5.7
2019,LA,NG,natural gas,0.0,69522.95401,0.0,675.47004,,952.3
2019,OR,COW,all coal products,5.01,2569.15953,0.24,26.24437,,59.6
2019,MI,TSN,estimated total solar,,252.62434,,,36.105666666666664,
2019,MA,NG,natural gas,0.0,15406.57306,0.0,134.64316,,507.4
2019,LA,TSN,estimated total solar,,242.19842,,,43.309,
2019,TN,NG,natural gas,0.0,16955.1531,0.0,153.93229,,338.4
2019,DE,WNT,onshore wind turbine,0.0,5.27,0.0,0.04693,35.666666666666664,
2019,MD,TSN,estimated total solar,,1459.67074,,,31.203333333333333,
2019,CT,TSN,estimated total solar,,738.37033,,,45.04,
2019,SC,COW,all coal products,9.24,14861.49529,1.85,156.83979,,501.1
2019,MO,NG,natural gas,0.0,7674.80432,0.0,73.63317,,172.5
2019,MO,COW,all coal products,4.83,55686.28528,0.29,566.29794,,942.6
2019,CT,WNT,onshore wind turbine,0.0,12.215,0.0,0.10878,39.0,
2019,KY,PET,petroleum,0.0,50.35915,0.0,0.98387,,14.3
2019,WV,WNT,onshore wind turbine,0.0,1631.098,0.0,14.52493,35.666666666666664,
2019,WV,NG,natural gas,0.0,2243.35364,0.0,25.40625,,38.5
2019,ID,COW,all coal products,0.0,21.00847,0.0,1.24375,,0.0
2019,OH,PET,petroleum,0.0,844.4938,0.0,18.22204,,41.9
2019,NJ,COW,all coal products,7.67,1041.5285,1.73,13.77976,,42.4
2019,AR,NUC,nuclear,0.0,13574.947,0.0,141.8678,,95.9
2019,UT,WNT,onshore wind turbine,0.0,818.684,0.0,7.29038,24.555555555555557,
2019,MT,NG,natural gas,0.0,507.21282,0.0,6.12377,,9.0
2019,NH,NG,natural gas,0.0,3582.51635,0.0,26.77055,,197.4
2019,MS,NG,natural gas,0.0,48780.50475,0.0,380.17479,,1016.5
2019,RI,PET,petroleum,0.0,11.03313,0.0,0.19645,,1.3
2019,CO,NG,natural gas,0.0,17097.11593,0.0,146.65899,,448.9
2019,VT,WNT,onshore wind turbine,0.0,377.478,0.0,3.36144,39.0,
2019,IA,TSN,estimated total solar,,175.88332,,,43.309,
2019,IA,NUC,nuclear,0.0,5235.716,0.0,54.66947,,37.5
2019,CA,PET,petroleum,0.0,50.95293,0.0,0.59528,,5.8
2019,CA,NUC,nuclear,0.0,16165.384,0.0,168.84086,,113.6
2019,HI,TSN,estimated total solar,,1380.59245,,,,
2019,GA,NUC,nuclear,0.0,33591.181,0.0,350.7471,,271.6
2019,MN,TSN,estimated total solar,,1353.13232,,,43.309,
2019,RI,TSN,estimated total solar,,234.63246,,,45.04,
2019,RI,NG,natural gas,0.0,7141.02551,0.0,56.16391,,170.6
2019,WI,PET,petroleum,0.53,142.8276,5.93,2.10664,,11.6
2019,AZ,WNT,onshore wind turbine,0.0,554.374,0.0,4.9367,24.555555555555557,
2019,NM,TSN,estimated total solar,,1666.53614,,,33.87138888888889,
2019,MI,PET,petroleum,0.27,915.18845,5.53,16.44526,,29.3
2019,MI,NUC,nuclear,0.0,32909.275,0.0,343.62688,,200.0
2019,MO,PET,petroleum,0.0,97.14451,0.0,1.4426,,17.7
2019,MS,COW,all coal products,9.66,4414.33994,0.43,50.4625,,148.5
2019,MT,COW,all coal products,9.98,14100.66166,0.69,157.13166,,303.4
2019,MS,PET,petroleum,0.0,13.70324,0.0,0.20588,,2.0
2019,WA,NUC,nuclear,0.0,8866.499,0.0,92.58081,,63.5
2019,ID,TSN,estimated total solar,,614.97363,,,22.132777777777775,
2019,ID,NG,natural gas,0.0,4266.6843,0.0,40.96547,,128.5
2019,FL,COW,all coal products,8.27,21248.19437,2.41,225.10409,,632.3
2019,WY,PET,petroleum,0.0,43.72968,0.0,0.46967,,6.8
2019,WY,COW,all coal products,6.86,35375.82818,0.43,397.60713,,617.4
2019,DE,PET,petroleum,0.0,18.71833,0.0,0.21227,,2.9
2019,PA,TSN,estimated total solar,,575.11965,,,31.203333333333333,
2019,SD,PET,petroleum,0.0,13.63777,0.0,0.19535,,2.7
2019,DC,NG,natural gas,0.0,110.12304,0.0,2.07738,,0.0
2019,IA,COW,all coal products,4.86,22159.20264,0.34,265.03884,,341.8
2019,WA,NG,natural gas,0.0,15728.67334,0.0,130.14365,,382.2
2019,WA,COW,all coal products,8.43,7170.10162,0.39,80.80718,,180.2
2019,NH,COW,all coal products,6.99,343.01544,1.84,4.18193,,14.0
2019,MD,NG,natural gas,0.0,14605.26136,0.0,113.63409,,312.9
2019,NE,NG,natural gas,0.0,1276.85556,0.0,12.9854,,38.0
2019,IN,WNT,onshore wind turbine,0.0,6216.03,0.0,55.35375,29.416666666666664,
2019,IN,TSN,estimated total solar,,450.13763,,,36.105666666666664,
2019,NH,PET,petroleum,0.0,30.08994,0.0,0.75151,,2.7
2019,AK,WNT,onshore wind turbine,0.0,142.59093,0.0,1.26977,,
2019,VA,NUC,nuclear,0.0,29497.516,0.0,308.00251,,181.8
2019,OR,WNT,onshore wind turbine,0.0,6568.889,0.0,58.49595,24.555555555555557,
2019,OR,PET,petroleum,0.0,6.62328,0.0,0.08664,,1.0
2019,IL,WNT,onshore wind turbine,0.0,14459.59701,0.0,128.7627,29.416666666666664,
2019,IL,NUC,nuclear,0.0,98735.488,0.0,1030.96064,,691.8
2019,PA,PET,petroleum,0.0,185.32073,0.82,2.97879,,31.1
2019,KS,WNT,onshore wind turbine,0.0,21123.53876,0.0,188.10511,13.25,
2019,KS,PET,petroleum,0.0,78.14034,0.0,1.01324,,15.1
2019,MO,NUC,nuclear,0.0,9189.863,0.0,96.02786,,79.3
2019,AL,PET,petroleum,0.0,19.91985,0.0,0.41836,,2.5
2019,AZ,PET,petroleum,0.0,63.74791,0.0,0.7097,,12.1
2019,AZ,NUC,nuclear,0.0,31920.368,0.0,333.30106,,243.3
2019,AZ,NG,natural gas,0.0,46084.36665,0.0,369.44088,,787.5
2019,FL,PET,petroleum,0.36,1525.2838,5.3,16.44475,,76.4
2019,MN,COW,all coal products,5.98,17804.53786,0.34,200.07056,,376.2
2019,NY,NG,natural gas,0.0,47612.1335,0.0,418.11841,,1154.6
2018,NH,WNT,onshore wind turbine,0.0,406.659,0.0,3.70222,42.0,
2018,AL,NUC,nuclear,0.0,39462.827,0.0,412.56999,,306.8
2018,VA,NG,natural gas,0.0,50160.30086,0.0,402.33765,,1553.0
2018,VA,COW,all coal products,17.3,9266.27552,1.22,112.09407,,281.8
2018,LA,PET,petroleum,0.32,4377.79437,6.01,51.03664,,126.6
2018,OR,NG,natural gas,0.0,17922.77655,0.0,136.02457,,289.8
2018,WI,NUC,nuclear,0.0,10129.122,0.0,105.89641,,71.9
2018,TX,PET,petroleum,0.0,129.31292,0.0,5.11632,,10.1
2018,WA,WNT,onshore wind turbine,0.0,7900.094,0.0,71.92245,15.8,
2018,WA,PET,petroleum,0.0,23.65646,0.0,0.7673,,2.6
2018,FL,NUC,nuclear,0.0,29312.349,0.0,306.55343,,193.0
2018,OK,TSN,estimated total solar,,72.75905,,,64.55,
2018,IN,PET,petroleum,0.0,130.61654,0.0,1.63021,,20.2
2018,ME,PET,petroleum,0.0,189.10704,0.66,2.59888,,24.8
2018,ME,COW,all coal products,7.62,70.82781,0.75,2.1114,,6.1
2018,GA,NG,natural gas,0.0,51972.10992,0.0,405.46769,,1498.3
2018,NV,PET,petroleum,0.0,10.24522,0.0,0.1238,,2.3
2018,NV,COW,all coal products,7.27,2485.04578,0.37,28.14869,,86.5
2018,AK,COW,all coal products,8.42,628.56407,0.14,13.92752,,34.0
2018,UT,TSN,estimated total solar,,2618.09736,,,24.66478260869565,
2018,NV,NG,natural gas,0.0,26688.6115,0.0,210.93222,,655.5
2018,KS,WNT,onshore wind turbine,0.0,18907.502,0.0,172.13389,14.833333333333334,
2018,KS,PET,petroleum,0.0,52.01572,0.0,0.6831,,11.2
2018,IN,WNT,onshore wind turbine,0.0,5437.153,0.0,49.49984,24.0,
2018,IN,TSN,estimated total solar,,388.95137,,,37.49111111111111,
2018,KS,COW,all coal products,5.07,20473.98303,0.37,225.13772,,384.0
2018,NC,PET,petroleum,0.0,633.08106,1.45,7.86811,,118.8
2018,CO,WNT,onshore wind turbine,0.0,9745.15,0.0,88.71984,15.8,
2018,CO,PET,petroleum,0.0,11.88243,0.0,0.18278,,2.7
2018,NJ,TSN,estimated total solar,,2902.65516,,,34.21666666666667,
2018,MI,WNT,onshore wind turbine,0.0,5457.252,0.0,49.68283,24.0,
2018,MI,COW,all coal products,4.93,42330.86358,0.48,455.91404,,961.4
2018,HI,COW,all coal products,4.79,1311.20296,0.22,14.36709,,47.1
2018,NM,PET,petroleum,0.0,20.73676,0.0,0.23601,,4.7
2018,NM,NG,natural gas,0.0,11628.17718,0.0,103.72372,,249.0
2018,AZ,COW,all coal products,10.29,30744.62287,0.61,324.95803,,790.4
2018,WI,COW,all coal products,4.98,33322.37949,0.32,355.09498,,779.9
2018,WA,TSN,estimated total solar,,151.25903,,,24.66478260869565,
2018,OR,WNT,onshore wind turbine,0.0,7447.442,0.0,67.80151,15.8,
2018,OR,PET,petroleum,0.0,4.85631,0.0,0.05069,,0.9
2018,TN,WNT,onshore wind turbine,0.0,41.009,0.0,0.37335,30.0,
2018,MS,NG,natural gas,0.0,49481.81055,0.0,385.34526,,1213.0
2018,CT,NG,natural gas,0.0,20006.45748,0.0,153.62491,,653.2
2018,PA,WNT,onshore wind turbine,0.0,3566.917,0.0,32.47321,30.0,
2018,IN,COW,all coal products,8.46,77455.22874,2.69,829.51598,,1748.9
2018,TX,WNT,onshore wind turbine,0.0,75700.43368,0.0,689.17675,16.416666666666668,
2018,HI,TSN,estimated total solar,,1213.27543,,,,
2018,SD,COW,all coal products,5.3,2339.33668,0.35,24.5991,,46.0
2018,CA,COW,all coal products,10.18,281.32814,0.44,14.57309,,0.0
2018,IA,TSN,estimated total solar,,137.63567,,,52.657777777777774,
2018,IA,NUC,nuclear,0.0,4895.399,0.0,51.17968,,38.1
2018,IL,TSN,estimated total solar,,161.44392,,,37.49111111111111,
2018,WI,NG,natural gas,0.0,16798.65559,0.0,151.98589,,424.7
2018,AR,NUC,nuclear,0.0,12720.818,0.0,133.03955,,107.7
2018,NJ,COW,all coal products,7.67,1193.28794,1.64,16.73182,,58.7
2018,OR,COW,all coal products,4.88,1476.39096,0.25,15.49453,,36.3
2018,DE,TSN,estimated total solar,,159.50382,,,34.21666666666667,
2018,DE,NG,natural gas,0.0,5400.15488,0.0,49.77631,,115.3
2018,MN,PET,petroleum,0.0,46.57365,0.0,0.60907,,7.2
2018,NE,WNT,onshore wind turbine,0.0,5549.106,0.0,50.51907,14.833333333333334,
2018,NE,COW,all coal products,5.17,23305.20823,0.3,257.45102,,308.3
2018,CO,NG,natural gas,0.0,16398.43941,0.0,138.88123,,500.9
2018,ME,NG,natural gas,0.0,2330.71691,0.0,22.66913,,67.5
2018,NM,WNT,onshore wind turbine,0.0,6091.551,0.0,55.45748,15.316666666666666,
2018,MO,NUC,nuclear,0.0,10655.279,0.0,111.3972,,95.1
2018,NM,TSN,estimated total solar,,1599.00841,,,44.60739130434782,
2018,NY,NUC,nuclear,0.0,42919.011,0.0,448.70318,,319.8
2018,MA,NG,natural gas,0.0,18385.82124,0.0,156.29167,,656.5
2018,MI,PET,petroleum,0.29,1213.51219,5.61,17.43065,,41.7
