period,seriesId,seriesDescription,stateId,stateDescription,value,unit
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",CA,California,112.3,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",CO,Colorado,28.8,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",CT,Connecticut,15.7,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",DC,District of Columbia,1.5,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",DE,Delaware,4.6,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",FL,Florida,85.4,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",GA,Georgia,40.9,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",HI,Hawaii,0,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",IA,Iowa,20.5,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",ID,Idaho,6.8,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",IL,Illinois,60.7,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",IN,Indiana,45.4,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",KS,Kansas,15.6,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",KY,Kentucky,18,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",LA,Louisiana,98.9,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",MA,Massachusetts,21.1,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",MD,Maryland,15.5,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",ME,Maine,2.4,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",MI,Michigan,52.8,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",MN,Minnesota,25.9,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",MO,Missouri,15.9,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",MS,Mississippi,32,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",MT,Montana,4.6,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",NC,North Carolina,29.2,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",ND,North Dakota,9.4,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",NE,Nebraska,10,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",NH,New Hampshire,2.8,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",NJ,New Jersey,35.8,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",NM,New Mexico,15.2,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",NV,Nevada,16.4,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",NY,New York,68.9,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",OH,Ohio,64.6,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",OK,Oklahoma,44,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",OR,Oregon,14.8,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",PA,Pennsylvania,93.3,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",RI,Rhode Island,5.3,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",SC,South Carolina,18,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",SD,South Dakota,4.7,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",TN,Tennessee,20.8,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",TX,Texas,247.9,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",UT,Utah,14,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",VA,Virginia,39.3,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",VT,Vermont,.7,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",WA,Washington,18.7,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",WI,Wisconsin,29.9,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",WV,West Virginia,13.6,Million metric tons CO2
2020,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",WY,Wyoming,8.7,Million metric tons CO2
2020,NUEGV,Nuclear fuel expenditures in the electric power sector,AK,Alaska,0,Million dollars
2020,NUEGV,Nuclear fuel expenditures in the electric power sector,AL,Alabama,306,Million dollars
2020,NUEGV,Nuclear fuel expenditures in the electric power sector,AR,Arkansas,92.8,Million dollars
2020,NUEGV,Nuclear fuel expenditures in the electric power sector,AZ,Arizona,232.2,Million dollars
2020,NUEGV,Nuclear fuel expenditures in the electric power sector,CA,California,110.5,Million dollars
2020,NUEGV,Nuclear fuel expenditures in the electric power sector,CO,Colorado,0,Million dollars
2020,NUEGV,Nuclear fuel expenditures in the electric power sector,CT,Connecticut,101.8,Million dollars
2020,NUEGV,Nuclear fuel expenditures in the electric power sector,DC,District of Columbia,0,Million dollars
2020,NUEGV,Nuclear fuel expenditures in the electric power sector,DE,Delaware,0,Million dollars
2020,NUEGV,Nuclear fuel expenditures in the electric power sector,FL,Florida,167,Million dollars
