period,seriesId,seriesDescription,stateId,stateDescription,value,unit
2022,NGEIV,Natural gas expenditures in the electric power sector (including supplemental gaseous fuels),WV,West Virginia,121.2,Million dollars
2022,NGEIV,Natural gas expenditures in the electric power sector (including supplemental gaseous fuels),WY,Wyoming,86.2,Million dollars
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",AK,Alaska,22.4,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",AL,Alabama,41.2,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",AR,Arkansas,20.8,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",AZ,Arizona,24.7,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",CA,California,111.3,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",CO,Colorado,27.4,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",CT,Connecticut,16.2,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",DC,District of Columbia,1.6,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",DE,Delaware,4.7,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",FL,Florida,87.5,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",GA,Georgia,42.5,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",HI,Hawaii,0,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",IA,Iowa,22.5,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",ID,Idaho,7.4,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",IL,Illinois,59.4,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",IN,Indiana,47.5,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",KS,Kansas,16.5,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",KY,Kentucky,21,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",LA,Louisiana,107.5,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",MA,Massachusetts,22.8,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",MD,Maryland,16.4,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",ME,Maine,3.3,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",MI,Michigan,57.2,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",MN,Minnesota,28,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",MO,Missouri,16.9,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",MS,Mississippi,32.4,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",MT,Montana,4.9,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",NC,North Carolina,39.3,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",ND,North Dakota,10.3,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",NE,Nebraska,10.3,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",NH,New Hampshire,3.2,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",NJ,New Jersey,39.8,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",NM,New Mexico,15.7,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",NV,Nevada,16,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",NY,New York,74.1,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",OH,Ohio,74.5,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",OK,Oklahoma,40.2,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",OR,Oregon,15.6,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",PA,Pennsylvania,101.3,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",RI,Rhode Island,4.9,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",SC,South Carolina,18.9,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",SD,South Dakota,5.1,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",TN,Tennessee,22.9,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",TX,Texas,259.6,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",UT,Utah,15.1,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",VA,Virginia,35,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",VT,Vermont,.7,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",WA,Washington,20,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",WI,Wisconsin,32.6,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",WV,West Virginia,14.5,Million metric tons CO2
2022,NNTCE,"Natural gas, excluding supplemental gaseous fuels, CO2 emissions for all sectors",WY,Wyoming,8.9,Million metric tons CO2
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,AK,Alaska,0,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,AL,Alabama,284.6,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,AR,Arkansas,74.4,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,AZ,Arizona,220.3,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,CA,California,111.1,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,CO,Colorado,0,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,CT,Connecticut,101.1,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,DC,District of Columbia,0,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,DE,Delaware,0,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,FL,Florida,155.6,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,GA,Georgia,256.2,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,HI,Hawaii,0,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,IA,Iowa,0,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,ID,Idaho,0,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,IL,Illinois,641,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,IN,Indiana,0,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,KS,Kansas,59.3,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,KY,Kentucky,0,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,LA,Louisiana,92.5,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,MA,Massachusetts,0,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,MD,Maryland,90.9,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,ME,Maine,0,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,MI,Michigan,145.5,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,MN,Minnesota,118.2,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,MO,Missouri,64.6,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,MS,Mississippi,55.8,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,MT,Montana,0,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,NC,North Carolina,249.5,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,ND,North Dakota,0,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,NE,Nebraska,37.7,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,NH,New Hampshire,67.1,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,NJ,New Jersey,179.2,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,NM,New Mexico,0,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,NV,Nevada,0,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,NY,New York,177.1,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,OH,Ohio,109.3,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,OK,Oklahoma,0,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,OR,Oregon,0,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,PA,Pennsylvania,503,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,RI,Rhode Island,0,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,SC,South Carolina,325.2,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,SD,South Dakota,0,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,TN,Tennessee,218.8,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,TX,Texas,255.5,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,UT,Utah,0,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,VA,Virginia,168.7,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,VT,Vermont,0,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,WA,Washington,66.2,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,WI,Wisconsin,61.9,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,WV,West Virginia,0,Million dollars
2022,NUEGV,Nuclear fuel expenditures in the electric power sector,WY,Wyoming,0,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,AK,Alaska,139.7,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,AL,Alabama,11,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,AR,Arkansas,16.7,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,AZ,Arizona,10,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,CA,California,7.9,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,CO,Colorado,10,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,CT,Connecticut,79.8,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,DC,District of Columbia,0,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,DE,Delaware,29.8,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,FL,Florida,198,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,GA,Georgia,62.4,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,HI,Hawaii,1624.3,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,IA,Iowa,34.9,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,ID,Idaho,0,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,IL,Illinois,10.2,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,IN,Indiana,36.5,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,KS,Kansas,32.2,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,KY,Kentucky,32.4,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,LA,Louisiana,185.7,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,MA,Massachusetts,137.8,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,MD,Maryland,48.4,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,ME,Maine,68.6,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,MI,Michigan,51.6,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,MN,Minnesota,14.5,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,MO,Missouri,57,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,MS,Mississippi,1.7,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,MT,Montana,41.4,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,NC,North Carolina,74.2,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,ND,North Dakota,8.8,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,NE,Nebraska,11.1,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,NH,New Hampshire,79.6,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,NJ,New Jersey,21.4,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,NM,New Mexico,6.8,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,NV,Nevada,3,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,NY,New York,344.1,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,OH,Ohio,141.8,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,OK,Oklahoma,7.6,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,OR,Oregon,.3,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,PA,Pennsylvania,83.5,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,RI,Rhode Island,12,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,SC,South Carolina,55.3,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,SD,South Dakota,5.9,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,TN,Tennessee,56.9,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,TX,Texas,82.4,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,UT,Utah,9.2,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,VA,Virginia,126.4,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,VT,Vermont,1.4,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,WA,Washington,6.3,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,WI,Wisconsin,18,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,WV,West Virginia,43,Million dollars
2022,PAEIV,All petroleum products total expenditures in the electric power sector,WY,Wyoming,14.2,Million dollars
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",AK,Alaska,18,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",AL,Alabama,39.8,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",AR,Arkansas,22.2,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",AZ,Arizona,40.9,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",CA,California,210,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",CO,Colorado,36.7,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",CT,Connecticut,20.8,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",DC,District of Columbia,1.1,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",DE,Delaware,7.8,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",FL,Florida,127.4,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",GA,Georgia,65,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",HI,Hawaii,17.4,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",IA,Iowa,27.2,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",ID,Idaho,13.2,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",IL,Illinois,76.6,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",IN,Indiana,47.5,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",KS,Kansas,24.1,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",KY,Kentucky,38.6,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",LA,Louisiana,76,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",MA,Massachusetts,36.5,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",MD,Maryland,28.3,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",ME,Maine,11.6,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",MI,Michigan,56.5,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",MN,Minnesota,38.5,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",MO,Missouri,41.8,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",MS,Mississippi,26.3,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",MT,Montana,12.1,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",NC,North Carolina,62,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",ND,North Dakota,11.7,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",NE,Nebraska,16.5,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",NH,New Hampshire,10.3,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",NJ,New Jersey,52.3,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",NM,New Mexico,17.7,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",NV,Nevada,21.1,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",NY,New York,91.5,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",OH,Ohio,70.4,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",OK,Oklahoma,36.4,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",OR,Oregon,21.6,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",PA,Pennsylvania,71.4,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",RI,Rhode Island,5.2,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",SC,South Carolina,34.1,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",SD,South Dakota,8,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",TN,Tennessee,48.8,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",TX,Texas,317.1,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",UT,Utah,22.3,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",VA,Virginia,55,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",VT,Vermont,4.8,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",WA,Washington,50.8,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",WI,Wisconsin,35.9,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",WV,West Virginia,13.2,Million metric tons CO2  
2022,PMTCE,"Total petroleum, excluding biofuels, CO2 emissions for all sectors",WY,Wyoming,10,Million metric tons CO2  
2021,CLEIV,Coal expenditures in the electric power sector,AK,Alaska,38.1,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,AL,Alabama,591.7,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,AR,Arkansas,442.5,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,AZ,Arizona,355.3,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,CA,California,0,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,CO,Colorado,398.7,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,CT,Connecticut,11.5,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,DC,District of Columbia,0,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,DE,Delaware,11,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,FL,Florida,517.2,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,GA,Georgia,540.9,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,HI,Hawaii,42.4,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,IA,Iowa,360,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,ID,Idaho,0,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,IL,Illinois,772.6,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,IN,Indiana,1359.7,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,KS,Kansas,312.3,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,KY,Kentucky,1000.8,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,LA,Louisiana,468.5,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,MA,Massachusetts,0,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,MD,Maryland,144.1,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,ME,Maine,6.3,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,MI,Michigan,804.1,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,MN,Minnesota,353,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,MO,Missouri,987.4,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,MS,Mississippi,159.3,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,MT,Montana,273.7,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,NC,North Carolina,564.9,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,ND,North Dakota,445,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,NE,Nebraska,234.2,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,NH,New Hampshire,13,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,NJ,New Jersey,39.8,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,NM,New Mexico,344.7,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,NV,Nevada,70.8,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,NY,New York,0,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,OH,Ohio,782.1,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,OK,Oklahoma,223.3,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,OR,Oregon,0,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,PA,Pennsylvania,923.5,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,RI,Rhode Island,0,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,SC,South Carolina,463.2,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,SD,South Dakota,34.2,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,TN,Tennessee,377.6,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,TX,Texas,2081.8,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,UT,Utah,533.3,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,VA,Virginia,75.9,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,VT,Vermont,0,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,WA,Washington,99.2,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,WI,Wisconsin,567.9,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,WV,West Virginia,1168.5,Million dollars
2021,CLEIV,Coal expenditures in the electric power sector,WY,Wyoming,593.4,Million dollars
2021,CLTCE,Coal CO2 emissions for all sectors,AK,Alaska,1.8,Million metric tons CO2  
2021,CLTCE,Coal CO2 emissions for all sectors,AL,Alabama,29.6,Million metric tons CO2  
2021,CLTCE,Coal CO2 emissions for all sectors,AR,Arkansas,20.7,Million metric tons CO2  
2021,CLTCE,Coal CO2 emissions for all sectors,AZ,Arizona,15.4,Million metric tons CO2  
2021,CLTCE,Coal CO2 emissions for all sectors,CA,California,2.7,Million metric tons CO2  
2021,CLTCE,Coal CO2 emissions for all sectors,CO,Colorado,24.2,Million metric tons CO2  
2021,CLTCE,Coal CO2 emissions for all sectors,CT,Connecticut,.3,Million metric tons CO2  
2021,CLTCE,Coal CO2 emissions for all sectors,DC,District of Columbia,0,Million metric tons CO2  
2021,CLTCE,Coal CO2 emissions for all sectors,DE,Delaware,.4,Million metric tons CO2  
2021,CLTCE,Coal CO2 emissions for all sectors,FL,Florida,19.2,Million metric tons CO2  
